ObsID,SID,Observer,Unit,Species,Count,Size.Class,Substrate,Overhead.Cover,Instream.Cover,Hydrology.Code,Water.Depth..m.,Est.Size,LWD..,Comments
8782,420,MI,499,SASU,40,,1,1,C,Glide Edgewater,0.9,80,0,
8783,420,MI,499,SASQ/HH,50,,1,1,C,Glide Edgewater,0.9,100,0,
8784,420,MI,499,SASQ/HH,20,,1,1,C,Glide Edgewater,0.9,200,0,
8785,420,MI,499,SASQ/HH,5,,12,0,C,Glide Edgewater,1.2,100,0,
8786,420,MI,499,SASQ/HH,75,,1,1,BE,Glide Edgewater,1,100,0,
8787,420,MI,499,SASQ/HH,25,,1,1,BE,Glide Edgewater,1,75,0,
8788,420,MI,499,SASU,50,,1,1,BE,Glide Edgewater,1,70,0,
8790,420,KL,499,SASQ/HH,11,,2,0,E,Glide Edgewater,0.2,40,0,
8791,420,KL,499,SASQ/HH,110,,2,0,E,Glide Edgewater,0.3,50,0,
8792,420,KL,499,SASQ/HH,55,,12,0,E,Glide Edgewater,0.3,60,0,
8793,420,KL,499,SASQ/HH,30,,12,0,E,Glide Edgewater,0.3,70,0,
8794,420,KL,499,SASQ/HH,23,,123,0,CE,Glide Edgewater,0.4,80,0,
8795,420,KL,499,SASQ/HH,5,,123,0,CE,Glide Edgewater,0.4,100,0,
8796,420,KL,499,SASU,15,,12,0,E,Glide Edgewater,0.2,40,0,
8797,420,KL,499,SASU,70,,12,0,E,Glide Edgewater,0.3,50,0,
8798,420,KL,499,SASU,40,,12,0,E,Glide Edgewater,0.3,60,0,
8799,420,KL,499,SASU,7,,123,0,CE,Glide Edgewater,0.4,80,0,
8800,420,KL,499,SASQ/HH,10,,123,0,E,Glide Edgewater,0.4,70,0,
8801,420,KL,499,SASU,2,,123,0,E,Glide Edgewater,0.4,70,0,
8802,421,CJC,486,SASQ/HH,15,,12,0,BCDE,Glide Edgewater,1,150,0,
8803,421,CJC,486,SASQ/HH,100,,12,0,BCDE,Glide Edgewater,1,50,0,
8804,421,CJC,486,SASU,30,,12,0,BCDE,Glide Edgewater,1,90,0,
1269,56,MM,119,RBTS,8,I,4,1,B,Glide,0.5,35,0,
8805,421,CJC,486,TP,2,,12,0,BCDE,Glide Edgewater,1,70,0,
8806,421,CJC,486,SASU,50,,12,0,BCDE,Glide Edgewater,1,70,0,
8807,421,CJC,486,SASQ/HH,300,,23,1,BD,Glide Edgewater,1,50,0,
8808,421,CJC,486,SASQ/HH,100,,23,1,BD,Glide Edgewater,1,70,0,
8809,421,CJC,486,SASU,50,,23,1,BD,Glide Edgewater,1,70,0,
8810,421,CJC,486,SASU,30,,23,1,BD,Glide Edgewater,1,50,0,
8811,421,CJC,486,SASQ/HH,80,,23,1,BD,Glide Edgewater,1,30,0,
8812,421,KL,487,SASQ/HH,25,,34,0,BE,Glide Edgewater,0.4,60,0,
8813,421,KL,487,SASU,17,,34,0,BE,Glide Edgewater,0.4,60,0,
8814,421,KL,487,SASQ/HH,40,,34,0,A,Glide,0.6,80,0,
8815,421,KL,487,SASQ/HH,50,,34,0,A,Glide,0.6,100,0,
8816,421,KL,487,SASQ/HH,30,,34,0,A,Glide,0.6,120,0,
8817,421,KL,487,SASU,22,,34,0,A,Glide,0.6,80,0,
8818,421,KL,487,SASU,30,,34,0,A,Glide,0.6,100,0,
8819,422,KL,450,SASQ/HH,6,,6,12,C,Glide Edgewater,3,200,0,concrete pipes
8820,422,KL,450,SASQ/HH,3,,6,2,C,Glide Edgewater,2.5,180,0,concrete pipes
8821,422,KL,450,SNF,6,,6,0,A,Glide Edgewater,2.5,160,0,concrete pipes
8822,422,KL,450,SNF,10,,6,0,A,Glide Edgewater,2,80,0,concrete pipes
8823,422,KL,450,SASQ/HH,1,,15,2,A,Glide Edgewater,3.5,250,0,
8824,422,KL,450,SASU,4,,45,0,A,Glide,3,400,0,
8825,422,KL,450,SASU,2,,45,0,A,Glide,3,300,0,
8826,422,MI,450,SASQ/HH,80,,1,1,BE,Backwater,1.3,150,0,
8827,422,MI,450,SASQ/HH,15,,1,1,BE,Backwater,1.3,200,0,
8828,422,MI,450,SASQ/HH,30,,1,1,CE,Glide Edgewater,0.8,100,0,
8830,422,MI,450,SASQ/HH,4,,12,0,E,Backwater,1.2,170,0,
8831,422,MI,450,TP,2,,12,0,E,Glide Edgewater,1.2,80,0,
8832,422,MI,450,SASQ/HH,15,,12,0,E,Glide Edgewater,1.2,120,0,
8833,422,MI,450,TP,4,,12,0,E,Glide Edgewater,1.2,100,0,
8834,422,MI,450,SASQ/HH,20,,34,1,BE,Backwater,0.8,150,0,
8835,422,MI,450,SASQ/HH,2,,45,0,A,Glide Edgewater,1,300,0,
8836,422,MI,450,SASQ/HH,20,,45,0,A,Glide Edgewater,1,150,0,
1270,56,MM,122,RBTS,5,I,3,2,B,Glide,0.2,25,0,
8837,422,MI,450,BAS,1,,34,2,A,Glide Edgewater,1.5,300,0,
8838,422,MI,450,BAS,1,,34,2,A,Glide Edgewater,1.5,200,0,
8839,422,KL,450,SNF,5,,6,0,A,Glide Edgewater,2,60,0,
8845,423,CJC,426,SPD,1,,23,0,BE,Glide Edgewater,0.6,55,0,
8846,423,CJC,426,SASQ/HH,60,,23,0,BE,Glide Edgewater,0.4,40,0,
8847,423,CJC,426,SASU,20,,23,0,BE,Glide Edgewater,0.6,50,0,
8848,423,CJC,426,SASU,15,,23,0,BE,Glide Edgewater,0.6,90,0,
8849,423,CJC,426,SASQ/HH,20,,23,0,BE,Glide Edgewater,0.6,60,0,
8850,423,AI,424,SASU,8,,34,0,A,Riffle,1.1,410,0,
8851,423,AI,424,SASQ/HH,3,,234,0,E,Glide Edgewater,0.4,70,0,
8852,423,AI,424,SASU,3,,234,0,E,Glide Edgewater,0.3,70,0,
8853,423,AI,424,SASU,1,,234,0,E,Glide Edgewater,0.3,50,0,
8854,423,AI,424,SASU,2,,234,0,E,Glide Edgewater,0.3,80,0,
8855,423,AI,424,SASU,6,,2345,0,A,Glide Edgewater,0.3,85,0,
8856,423,AI,424,SASU,2,,23,0,A,Glide Edgewater,0.2,45,0,
8857,423,AI,424,SASU,2,,123,0,E,Glide Edgewater,0.3,50,0,
8858,423,AI,424,SASU,1,,123,0,E,Glide Edgewater,0.3,70,0,
8859,423,AI,424,SASU,3,,23,0,E,Riffle Edgewater,0.3,65,0,
8860,423,AI,424,SASU,5,,234,0,EB,Riffle Edgewater,0.3,75,0,
8861,423,AI,424,SASQ/HH,10,,123,0,EB,Backwater,0.4,70,0,
8863,424,MI,408,SASQ/HH,20,,12,1,E,Riffle Edgewater,0.4,120,0,
8864,424,MI,408,SASU,100,,1,1,CE,Glide Edgewater,0.4,100,0,
8866,424,MI,408,SASU,100,,12,1,E,Glide Edgewater,0.5,100,0,
8867,424,MI,408,SASQ/HH,20,,12,1,E,Glide Edgewater,0.4,150,0,
8868,424,MI,408,TP,5,,2,1,CE,Glide Edgewater,0.8,90,0,
8869,424,MI,408,TP,5,,2,1,CE,Glide Edgewater,0.8,70,0,
1271,56,MM,123,SASQ/HH,3,VI,5,0,A,Glide,2,700,0,
8870,424,MI,408,SCP,1,,12,0,C,Glide Edgewater,1,90,0,
8871,424,MI,408,SASU,1,,123,0,A,Glide,1,350,0,
8872,424,MI,408,SASQ/HH,70,,123,0,BE,Backwater,1,110,0,
8874,424,MI,408,TP,7,,123,1,E,Glide Edgewater,0.8,80,0,
8876,424,MI,408,SASU,25,,123,1,E,Glide Edgewater,0.8,100,0,
8877,424,MI,408,SASQ/HH,50,,123,1,E,Glide Edgewater,1,60,0,
8878,424,KL,408,SASU,41,,14,0,E,Glide Edgewater,0.8,60,0,
8879,424,KL,408,SASU,15,,14,0,E,Glide Edgewater,0.8,80,0,
8880,424,KL,408,SASU,10,,14,0,E,Glide Edgewater,0.8,100,0,
8881,424,KL,408,SASQ/HH,10,,14,0,E,Glide Edgewater,0.8,120,0,
8882,424,KL,408,SASU,9,,14,1,E,Glide Edgewater,0.8,100,0,
8883,424,KL,408,SASU,10,,14,1,E,Glide Edgewater,0.8,45,0,
8884,424,KL,408,SASU,20,,14,0,E,Glide Edgewater,0.6,80,0,
8885,424,KL,408,SASQ/HH,4,,12,0,E,Glide Edgewater,0.5,80,0,
8886,424,KL,408,SASQ/HH,100,,12,0,E,Glide Edgewater,0.5,60,0,
8887,424,KL,408,SASQ/HH,100,,12,0,E,Glide Edgewater,0.5,40,0,
8888,424,KL,408,SASQ/HH,30,,12,0,E,Glide Edgewater,0.5,80,0,
8889,424,KL,408,SASU,50,,12,0,E,Glide Edgewater,0.5,60,0,
8890,424,KL,408,SASU,10,,4,0,A,Glide Edgewater,0.7,100,0,
8891,424,KL,408,SASU,10,,12,0,E,Glide Edgewater,0.7,80,0,
8892,424,KL,408,SASU,3,,4,0,A,Glide,1.8,300,0,
8893,424,KL,408,SASU,1,,4,0,C,Glide,1.8,300,0,
8894,425,CJC,402,SASU,70,,16,2,BD,Glide Edgewater,0.8,90,0,
8895,425,CJC,402,SASU,40,,16,2,BD,Glide Edgewater,0.8,70,0,
8896,425,CJC,402,SASU,1,,16,2,BD,Glide Edgewater,1.2,450,0,
8897,425,CJC,402,BGS,1,,16,0,BE,Glide Edgewater,1.6,150,0,
8898,425,CJC,402,SASU,10,,16,0,BE,Glide Edgewater,1.4,120,0,
8899,425,CJC,402,SASQ/HH,15,,16,0,BC,Glide Edgewater,1.2,200,0,
8902,425,CJC,402,SASQ/HH,75,,16,0,BC,Glide Edgewater,1,100,0,
2829,85,DR,189,RBTS,1,II,3,3,A,Riffle,0.25,70,0,
8903,425,CJC,402,TP,20,,16,0,BC,Glide Edgewater,1.4,90,0,
8905,425,CJC,402,SASQ/HH,7,,16,0,BC,Glide Edgewater,1.8,250,0,
8906,425,MI,402,SASU,3,,12,0,C,Backwater,1.8,140,0,
8907,426,MI,225,SASU,2,,45,0,A,Glide,2,400,0,
8908,426,MI,226,NONE,NA,,NA,NA,,,NA,NA,0,
8909,426,MI,228,SASQ/HH,2,,34,0,E,Backwater,1,100,0,
8910,426,MI,228,SASU,1,,34,0,E,Backwater,1.8,400,0,
8911,426,MI,228,RBTC,1,,14,1,BE,Backwater,1,300,0,
8912,426,KL,221,SASQ/HH,130,,134,0,BE,Backwater,0.4,50,0,
8913,426,KL,221,SASQ/HH,20,,134,0,BE,Backwater,0.4,40,0,
8914,426,KL,221,MIN,2,,134,0,BE,Backwater,0.4,20,0,
8915,426,KL,226,WAG,15,,145,0,E,Glide,2,60,0,
8916,426,KL,226,SASQ/HH,40,,145,0,E,Glide,2,50,0,
8917,426,KL,226,RBTC,1,,145,0,E,Glide,2,260,0,
8918,426,KL,226,SASQ/HH,10,,145,0,E,Glide,2,60,0,
8919,426,KL,226,SASQ/HH,10,,145,0,E,Glide,2,40,0,
8920,426,KL,229,NONE,NA,,NA,NA,,,NA,NA,0,no fish observed low visibility ~.8m
8921,427,MI,189,CHN,1,,23,0,A,Riffle,0.5,850,0,
8922,427,MI,189,CHNT,1,,23,0,A,Riffle,0.5,700,0,Hallprints
8923,427,MI,189,SASQ/HH,2,,12,1,BE,Backwater,0.4,100,0,
8924,427,MI,189,SASU,1,,12,1,BE,Backwater,0.4,80,0,
8925,427,MI,185,SASU,3,,234,0,A,Glide,1.8,400,0,
8926,427,MI,185,RBT,1,,234,0,A,Glide,1.8,250,0,
8927,427,KL,185,RBT,1,,34,0,A,Glide,1,200,0,
8928,427,KL,189,SASU,4,,34,0,A,Glide,2,350,0,
8931,428,AI,210,RBTS,2,,23,0,A,Riffle,0.5,150,0,
8933,428,AI,216,NONE,NA,,NA,NA,,,NA,NA,0,
8934,428,KL,210,RBTC,1,,34,1,A,Riffle,1.2,300,0,
8935,428,KL,210,RBTS,1,,34,0,A,Glide,0.9,210,0,
8936,428,KL,216,RBTS,1,,45,0,A,Riffle,0.6,180,0,
8937,428,KL,216,RBTS,1,,45,0,A,Riffle,0.6,200,0,
8939,428,KL,216,SASU,1,,45,0,A,Glide,1.5,350,0,
1362,59,JC,33,CHN,10,I,2,1,B,Glide,0.5,30,0,
8941,429,KL,268,SASQ/HH,2,,2,1,EB,Riffle Edgewater,0.4,70,0,
8942,429,KL,268,SASQ/HH,20,,2,1,BE,Riffle Edgewater,0.4,50,0,
8943,429,KL,268,SASU,1,,2,1,BE,Riffle Edgewater,0.4,400,0,
8944,429,AI,268,NONE,NA,,NA,NA,,,NA,NA,0,
8945,430,MI,23,NONE,NA,,NA,NA,,,NA,NA,0,
8946,430,MI,24,CHN,1,,34,0,A,Glide,0.8,800,0,
8947,430,MI,24,SASU,12,,34,0,A,Glide,0.8,450,0,
8948,430,CJC,24,CHNU,1,,345,0,A,Glide,1.2,600,0,
8949,430,CJC,24,RBTS,2,,345,0,A,Glide,1.2,400,0,
8950,430,CJC,24,RBT,4,,345,0,A,Glide,1.2,300,0,
8951,430,CJC,24,RBT,5,,345,0,A,Glide,1.2,200,0,
8952,430,CJC,24,SASU,30,,345,0,A,Glide,1.2,350,0,
8953,430,CJC,24,RBTS,1,,345,0,A,Glide,1.2,500,0,
8954,430,CJC,25,RBTC,1,,346,0,C,Glide Edgewater,1.6,250,0,
8955,430,KL,19,CHNU,4,,3,0,A,Riffle,0.4,600,0,
8956,430,KL,19,RBT,1,,35,2,A,Glide,1,300,0,
8957,430,KL,19,RBT,2,,35,2,A,Glide,1,400,0,
8958,430,KL,19,RBT,1,,356,2,A,Glide,1.5,500,0,
8959,430,KL,19,CHN,1,,56,0,A,Glide,1.5,750,0,
8960,431,CJC,30,NONE,NA,,NA,NA,,,NA,NA,0,
8961,431,CJC,32,NONE,NA,,NA,NA,,,NA,NA,0,
8962,431,KL,31,RBTS,2,,34,0,A,Glide,0.7,400,0,
8963,431,KL,31,RBTS,2,,34,0,A,Glide,0.7,350,0,new redd
8964,431,KL,31,RBTS,1,,34,0,A,Glide,0.7,300,0,
8965,431,KL,29,NONE,NA,,NA,NA,,,NA,NA,0,
8966,431,MI,31,RBTS,1,,345,0,A,Glide,0.7,320,0,
8967,431,MI,31,RBTS,1,,345,0,A,Glide,0.7,275,0,
8968,431,MI,32,CHN,1,,345,1,CE,Glide Edgewater,0.9,750,0,
8969,432,MI,26,RBTS,1,,12,1,E,Pool,0.4,100,0,
8970,432,MI,26,CHN,2,,12,1,E,Pool,0.4,100,0,
8971,432,MI,26,RBTS,1,,12,1,E,Pool,0.4,90,0,
8972,432,MI,26,SCP,1,,12,1,E,Pool,0.4,90,0,
8973,432,MI,26,RBTS,1,,12,1,BE,Riffle Edgewater,0.3,110,0,
8974,432,MI,26,RBTS,3,,12,1,BE,Riffle Edgewater,0.3,90,0,
8975,432,MI,26,RBTS,2,,12,1,BE,Riffle Edgewater,0.3,70,0,
8976,432,MI,26,CHN,1,,12,1,BE,Riffle Edgewater,0.3,100,0,
1363,59,JC,33,CHN,50,II,3,1,B,Glide,0.5,60,0,
8977,432,KL,26,RBTS,2,,13,1,BC,Backwater,0.5,120,0,
8978,432,KL,26,RBTS,5,,13,1,BC,Backwater,0.5,80,0,
8979,432,KL,26,RBTS,20,,13,1,BC,Backwater,0.5,60,0,
8980,432,KL,26,RBTS,10,,13,1,BC,Backwater,0.5,70,0,
8982,432,KL,26,CHN,1,,13,1,BC,Backwater,0.5,100,0,
8983,432,KL,26,RBTS,5,,13,1,BC,Backwater,0.5,80,0,
8984,432,KL,26,RBTS,2,,13,1,BC,Backwater,0.5,100,0,
8985,432,KL,26,RBTS,7,,12,1,BC,Backwater,0.4,65,0,
8986,432,KL,26,RBTS,1,,12,1,BC,Backwater,0.5,80,0,
8988,432,CJC,33,CHN,6,,34,1,BDE,Backwater,0.5,100,0,
8989,432,CJC,33,CHN,2,,34,1,BDE,Backwater,0.5,130,0,
8990,432,CJC,33,RBTS,7,,34,1,BDE,Backwater,0.5,100,0,
8991,432,CJC,33,RBTS,5,,34,1,BDE,Backwater,0.5,120,0,
8992,432,CJC,33,RBTS,1,,34,1,BDE,Backwater,0.5,80,0,
8993,432,CJC,33,SASU,2,,34,1,BDE,Glide,0.5,70,0,
8994,432,CJC,33,RBTS,4,,12,1,BCDE,Pool,0.6,100,0,
8995,432,CJC,33,RBTS,2,,12,1,BCDE,Pool,0.6,120,0,
8996,432,CJC,33,RBTS,1,,12,1,BCDE,Pool,0.6,150,0,
8997,432,CJC,28,NONE,NA,,NA,NA,,,NA,NA,0,
8998,433,MI,119,CHN,1,,23,0,BE,Pool,0.5,40,0,only surveyed the backwater
8999,433,MI,119,CHN,75,,12,1,BE,Pool,0.5,40,0,
9000,433,MI,119,CHN,20,,12,1,BE,Pool,1,55,0,
9001,433,MI,119,CHN,200,,12,1,BE,Pool,1,40,0,
9002,433,MI,119,CHN,10,,12,1,BE,Pool,1,35,0,
9003,433,MI,119,CHN,50,,12,1,BE,Pool,1,40,0,
9004,433,MI,119,CHN,50,,12,1,BE,Pool,1,50,0,
9005,433,MI,119,CHN,100,,12,1,BE,Pool,0.5,40,0,
9006,433,MI,119,WAG,1,,12,1,BE,Pool,0.5,70,0,
9007,433,KL,119,CHN,15,,13,0,E,Pool,0.4,35,0,
9008,433,KL,119,CHN,15,,13,0,E,Pool,0.4,40,0,
9009,433,KL,119,CHN,3,,13,0,E,Pool,0.4,45,0,
9010,433,KL,119,MQF,1,,13,1,BE,Pool,0.2,25,0,
9011,434,CJC,33,CHN,30,,23,2,BE,Backwater,0.3,35,0,
9012,434,CJC,33,CHN,1,,23,2,B,Riffle,0.2,40,0,
9013,434,CJC,33,CHN,2,,23,1,BCDE,Glide,0.5,35,0,
1364,59,JC,33,CHN,10,II,2,1,B,Riffle,0.5,50,3018,
9014,434,CJC,33,CHN,230,,23,2,BD,Riffle,0.3,35,0,
9015,434,CJC,33,CHN,70,,23,1,BDEF,Glide,0.4,35,0,
9016,434,CJC,33,CHN,30,,23,1,BDEF,Glide,0.4,40,0,
9017,434,CJC,33,CHN,2,,23,1,BDEF,Glide,0.4,50,0,
9018,434,CJC,33,RBT,1,,23,2,B,Riffle,0.5,250,0,
9019,434,CJC,33,CHN,40,,23,2,BDE,Riffle,0.4,35,0,
9020,434,CJC,33,CHN,20,,23,2,BE,Riffle,0.4,50,0,
9021,434,CJC,33,CHN,8,,23,2,BE,Riffle,0.4,60,0,
9022,434,CJC,33,CHN,40,,23,2,BE,Riffle,0.4,45,0,
9023,434,CJC,26,CHN,2,,23,2,BE,Riffle,0.4,70,0,
9024,434,CJC,26,CHN,60,,23,2,BE,Riffle,0.3,50,0,
9025,434,CJC,26,CHN,60,,23,2,BE,Riffle,0.2,40,0,
9026,434,CJC,26,CHN,80,,23,2,BE,Riffle,0.2,35,0,
9027,434,CJC,26,CHN,130,,12,13,BDE,Pool,0.3,35,0,at first seep in levee
9028,434,CJC,26,CHN,40,,12,13,BDE,Pool,0.4,45,0,at first seep in levee
9029,434,CJC,26,CHN,20,,12,13,BDE,Pool,0.5,55,0,at first seep in levee
9030,434,CJC,26,CHN,10,,12,13,BDE,Pool,0.5,60,0,at first seep in levee
9031,434,CJC,26,RBTS,1,,12,13,BDE,Pool,0.5,150,0,at first seep in levee
9032,434,CJC,26,CHN,100,,13,2,BE,Glide,0.2,35,0,
9033,434,CJC,26,CHN,70,,13,2,BE,Glide,0.2,45,0,
9034,434,CJC,26,CHN,50,,13,2,BE,Glide,0.2,55,0,
9035,434,CJC,26,RBTS,1,,13,1,BDE,Riffle,0.5,150,0,main hatchery seep
9036,434,CJC,26,CHN,70,,13,1,BDE,Riffle,0.4,55,0,main hatchery seep
9037,434,CJC,26,CHN,25,,13,1,BDE,Riffle,0.4,65,0,main hatchery seep
9038,434,CJC,26,CHN,150,,13,1,BDE,Riffle,0.3,35,0,main hatchery seep
9039,434,CJC,26,CHN,50,,13,1,BDE,Riffle,0.3,45,0,main hatchery seep
9040,434,KL,33,CHN,10,,3,1,BDE,Riffle,0.4,35,0,
9041,434,KL,33,CHN,10,,3,1,BDE,Riffle,0.4,40,0,
9042,434,KL,33,CHN,6,,3,1,BDE,Riffle,0.4,45,0,
9043,434,KL,33,CHN,2,,3,1,BDE,Riffle,0.4,30,0,
9044,434,KL,33,CHN,10,,13,1,BC,Glide,0.45,35,0,
9045,434,KL,33,CHN,5,,13,1,BC,Glide,0.45,45,0,
9046,434,KL,33,CHN,1,,13,1,BC,Glide,0.45,50,0,
9047,434,KL,33,CHN,1,,2,1,BCEF,Glide Edgewater,0.4,55,0,
9048,434,KL,33,CHN,10,,2,1,BCEF,Glide Edgewater,0.4,45,0,
1365,59,JC,26,CHN,15,I,3,3,A,Riffle,0.5,45,0,
9049,434,KL,33,CHN,5,,2,1,BCEF,Glide Edgewater,0.4,35,0,
9050,434,KL,33,CHN,1,,2,1,A,Riffle Edgewater,0.25,40,0,
9051,434,KL,33,CHN,40,,3,0,A,Glide,0.3,45,0,
9052,434,KL,33,CHN,40,,3,0,A,Glide,0.3,50,0,
9053,434,KL,33,CHN,5,,3,0,A,Glide,0.3,30,0,
9054,434,KL,33,CHN,2,,3,0,A,Glide,0.3,35,0,
9055,434,KL,33,CHN,2,,3,0,A,Glide,0.3,60,0,
9056,434,KL,33,RBTS,1,,3,0,A,Glide,0.3,20,0,
9057,434,KL,33,CHN,50,,123,0,BE,Glide Edgewater,0.2,35,0,
9058,434,KL,33,CHN,20,,123,0,BE,Glide Edgewater,0.2,45,0,
9059,434,KL,33,CHN,10,,123,0,BE,Glide Edgewater,0.2,50,0,
9060,434,KL,33,CHN,10,,3,0,CD,Glide Edgewater,0.3,55,0,
9061,434,KL,33,CHN,30,,3,0,CD,Glide Edgewater,0.3,40,0,
9062,434,KL,33,CHN,5,,3,0,CD,Glide Edgewater,0.3,45,0,
9063,434,KL,33,CHN,5,,3,0,CD,Glide Edgewater,0.3,35,0,
9064,434,KL,26,CHN,50,,3,0,B,Glide Edgewater,0.2,45,0,
9065,434,KL,26,CHN,50,,3,0,B,Glide Edgewater,0.2,35,0,
9066,434,KL,26,CHN,20,,3,0,B,Glide Edgewater,0.2,55,0,
9067,434,KL,26,CHN,50,,3,0,BDE,Glide Edgewater,0.25,40,0,
9068,434,KL,26,CHN,20,,3,0,BDE,Glide Edgewater,0.25,35,0,
9069,434,KL,26,CHN,5,,3,0,BDE,Glide Edgewater,0.25,50,0,
9070,434,KL,26,CHN,100,,2,0,CE,Glide,0.35,40,0,
9071,434,KL,26,CHN,100,,2,0,CE,Glide,0.35,35,0,
9072,434,KL,26,CHN,100,,2,0,CE,Glide,0.35,50,0,
9073,434,KL,26,CHN,50,,2,0,CE,Glide,0.35,45,0,
9074,434,KL,26,CHN,10,,2,0,CE,Glide,0.35,55,0,
9075,434,KL,26,CHN,3,,2,0,CE,Glide,0.35,60,0,
9076,434,KL,26,CHN,100,,2,0,BE,Glide,0.3,45,0,
9077,434,KL,26,CHN,100,,2,0,BE,Glide,0.3,50,0,
9078,434,KL,26,CHN,20,,2,0,BE,Glide,0.3,35,0,
9079,434,KL,26,CHN,20,,2,0,BE,Glide,0.3,55,0,
9080,434,KL,26,CHN,200,,12,1,BDF,Glide Edgewater,0.3,40,0,
9081,434,KL,26,CHN,100,,12,1,BDF,Glide Edgewater,0.3,45,0,
9082,434,KL,26,CHN,100,,12,1,BDF,Glide Edgewater,0.3,35,0,
83,2,,185,RBTS,12,IV,NA,NA,,,NA,150,NA,
9083,434,KL,26,CHN,20,,12,1,BDF,Glide Edgewater,0.3,55,0,
9084,434,KL,26,CHN,3,,12,1,BDF,Glide Edgewater,0.3,65,0,
9085,434,KL,26,CHN,200,,23,0,BE,Glide,0.3,40,0,
9086,434,MI,26,CHN,5,,12,1,B,Riffle,0.3,60,0,
9087,434,MI,26,CHN,100,,12,1,B,Riffle,0.3,40,0,
9088,434,MI,26,CHN,45,,123,0,A,Glide,0.4,50,0,
9089,434,MI,26,CHN,50,,123,0,A,Glide,0.4,40,0,
9090,434,MI,26,CHN,75,,234,1,B,Glide Edgewater,0.3,40,0,
9091,434,MI,26,RBTS,1,,123,1,BCE,Glide Edgewater,0.2,28,0,
9092,434,MI,26,CHN,6,,12,1,CE,Glide Edgewater,0.3,60,0,
9093,434,MI,26,CHN,150,,12,1,CE,Glide Edgewater,0.3,40,0,
9094,434,MI,26,CHN,50,,12,1,CE,Glide Edgewater,0.3,50,0,
9095,434,MI,26,CHN,75,,1,0,BE,Glide,0.2,40,0,
9096,434,MI,26,CHN,100,,23,0,B,Pool,0.3,40,0,
9097,434,MI,26,CHN,30,,23,0,B,Pool,0.3,50,0,
9098,434,MI,33,CHN,2,,23,1,EF,Pool,0.6,40,0,
9099,434,MI,33,CHN,15,,12,1,BEF,Pool,0.6,40,0,
9100,434,MI,33,CHN,15,,12,1,BEF,Pool,0.6,35,0,
9101,434,MI,33,CHN,100,,12,1,BCE,Pool,0.8,40,0,
9102,434,MI,33,CHN,25,,12,1,BCE,Pool,0.8,50,0,
9103,434,MI,33,CHN,40,,123,1,BE,Glide Edgewater,0.6,40,0,
9104,434,MI,33,CHN,100,,12,1,BE,Glide Edgewater,0.3,45,0,
9105,435,KL,499,NONE,0,,NA,NA,,,NA,NA,0,
9106,435,CJC,499,NONE,0,,NA,NA,,,NA,NA,0,
9108,436,AI,33,CHN,5,,34,2,A,Glide,0.3,38,0,
9109,436,AI,33,CHN,1,,34,1,B,Glide,0.5,40,0,
9110,436,AI,33,CHN,30,,34,1,B,Glide,1,70,0,
9111,436,MI,33,WAG,1,,123,2,B,Glide Edgewater,1.2,60,0,
9112,436,MI,26,RBT,1,,123,0,EB,Glide,1.4,400,0,
9113,436,MI,26,SASU,1,,123,1,EB,Glide Edgewater,1.4,500,0,
9115,436,CJC,33,CHN,20,,13,1,BDE,Glide Edgewater,0.6,70,0,
9117,436,CJC,33,RBTS,5,,13,1,BDE,Glide Edgewater,0.6,40,0,
9118,436,CJC,33,RBTS,8,,13,1,BDE,Glide Edgewater,0.6,60,0,
85,2,,215B,RBTS,14,IV,NA,NA,,,NA,175,NA,
9120,436,CJC,26,CHN,3,,1,1,BDE,Glide Edgewater,0.4,70,0,
9121,436,CJC,26,CHN,1,,1,0,BE,Riffle,0.3,45,0,
9122,436,KL,26,WAG,1,,14,2,BE,Pool,0.5,60,0,
9129,437,CJC,28,SASU,3,,34,2,A,Glide,1,350,0,
9130,437,MI,28,NONE,0,,NA,NA,,,NA,NA,0,
9132,438,MI,25,RBT,1,,345,0,A,Glide,1.2,300,0,
9133,438,CJC,24,SASU,3,,34,0,A,Glide,1.3,400,0,
9134,438,KL,23,NONE,NA,,NA,NA,,,NA,NA,0,
9135,438,KL,24,RBT,1,,34,0,A,Glide,2,600,0,
9136,438,KL,24,SASU,2,,34,0,A,Glide,1.5,450,0,
9137,438,KL,24,SASU,4,,34,0,A,Glide,1.5,350,0,
9139,439,MI,32,SASU,1,,345,0,A,Glide,1.5,300,0,
9141,439,CJC,29,NONE,NA,,NA,NA,,,NA,NA,0,
9143,440,KL,56,CHN,50,,2,13,CE,Riffle,0.5,55,0,
9144,440,KL,56,CHN,20,,2,13,CE,Riffle,0.5,45,0,
9145,440,KL,56,CHN,20,,2,13,CE,Riffle,0.5,65,0,
9146,440,KL,56,CHN,20,,2,13,CE,Riffle,0.5,70,0,
9147,440,KL,56,CHN,20,,2,13,CE,Riffle,0.5,80,0,
9148,440,KL,56,CHN,300,,13,1,BE,Pool,1,50,0,
9149,440,KL,56,CHN,100,,13,1,BE,Pool,1,50,0,
9150,440,KL,56,CHN,50,,13,1,BE,Pool,1,80,0,
9151,440,KL,56,WAG,100,,13,1,BE,Pool,1,50,0,
9153,440,KL,55,SASU,2,,34,0,A,Glide,1.5,200,0,
9154,440,KL,55,SASQ/HH,1,,34,0,A,Glide,1.5,400,0,
9155,440,MI,55,SASU,2,,234,0,A,Glide,1.6,300,0,
