location,date,year,latitude,longitude,survey_method,redd_number,survey_week,number_of_fish_on_redd,percent_boulder_30cm,percent_large_16_30cm,percent_medium_6_15cm,percent_small_1_5cm,percent_fine_1cm,redd_width_m,redd_length_m,velocity_m_sec,water_depth_m
Moe's Side Channel,2024-10-01,2024,39.51611326,-121.55804212,ground,88,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.5160905,-121.55802912,ground,87,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51608386,-121.5581211,ground,86,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51611188,-121.55817049,ground,85,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51607587,-121.55824741,ground,84,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51611575,-121.55825825,ground,83,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51610457,-121.5582622,ground,82,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51609098,-121.55828475,ground,81,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,80,20,NA,1.5,2.5,0.269,0.4
Moe's Side Channel,2024-10-01,2024,39.51606853,-121.55829074,ground,80,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.5160715,-121.55835769,ground,79,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51606228,-121.55843075,ground,78,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51605582,-121.55851457,ground,77,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.5160733,-121.5585531,ground,76,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51605241,-121.5585736,ground,75,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51605958,-121.55860659,ground,74,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51608604,-121.55863225,ground,73,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51607381,-121.55863055,ground,72,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,40,60,NA,1.4,2.5,0.254,0.6
Moe's Side Channel,2024-10-01,2024,39.51603049,-121.55864778,ground,71,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51606758,-121.55872282,ground,70,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51608428,-121.55875277,ground,69,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51611183,-121.55768746,ground,98,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51610913,-121.55762839,ground,99,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51612322,-121.55764172,ground,100,"LL, BB - 10/1/2024 - Clear - Week 3-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51610902,-121.5575952,ground,101,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,80,20,NA,2,2.2,0.342,0.6
Moe's Side Channel,2024-10-01,2024,39.51606392,-121.55876533,ground,68,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51608975,-121.55714434,ground,112,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51606013,-121.55717581,ground,111,"LL, BB - 10/1/2024 - Clear - Week 3-1",8,10,20,60,10,NA,1.3,1.2,0.175,0.28
Moe's Side Channel,2024-10-01,2024,39.5161256,-121.55732541,ground,110,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51609468,-121.55740614,ground,109,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.5160837,-121.55745639,ground,108,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51607398,-121.5575329,ground,107,"LL, BB - 10/1/2024 - Clear - Week 3-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.5160902,-121.55753054,ground,106,"LL, BB - 10/1/2024 - Clear - Week 3-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.5161028,-121.55753136,ground,105,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51609658,-121.55749694,ground,104,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51611992,-121.5575047,ground,103,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51610857,-121.55752949,ground,102,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51606261,-121.55879334,ground,67,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51604803,-121.55882719,ground,65,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.5160213,-121.55884553,ground,64,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51604806,-121.55889976,ground,63,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51603629,-121.55892171,ground,62,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51602086,-121.55892757,ground,61,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,25,75,NA,1,1.5,0.208,0.22
Moe's Side Channel,2024-10-01,2024,39.5160219,-121.55910456,ground,60,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51600933,-121.55911515,ground,59,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51598119,-121.55913451,ground,58,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51600696,-121.55916084,ground,57,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51599909,-121.55916998,ground,56,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,80,20,NA,1.2,1.8,0.212,0.4
Moe's Side Channel,2024-10-01,2024,39.51597373,-121.55921892,ground,55,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51596731,-121.55923066,ground,54,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51601208,-121.55925669,ground,53,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51599876,-121.55928292,ground,52,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51597472,-121.55931483,ground,51,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,50,50,NA,1.7,2,0.328,0.32
Moe's Side Channel,2024-10-01,2024,39.51603223,-121.55879233,ground,66,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,65,35,NA,1,2.1,0.197,0.2
Moe's Side Channel,2024-10-01,2024,39.51595836,-121.55930784,ground,50,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51594066,-121.55937574,ground,48,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51589408,-121.55937508,ground,47,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51589008,-121.55939599,ground,46,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,40,60,NA,1.6,2,0.455,0.4
Moe's Side Channel,2024-10-01,2024,39.51586749,-121.55941846,ground,45,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51582806,-121.55944214,ground,44,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51580254,-121.55949198,ground,43,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.51580095,-121.5595342,ground,42,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-01,2024,39.5157795,-121.55960117,ground,41,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,60,40,NA,1.2,2,0.277,0.26
Moe's Side Channel,2024-10-01,2024,39.51593563,-121.55934729,ground,49,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Top of Auditorium,2024-10-01,2024,39.51622303,-121.55697814,ground,123,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,10,20,50,20,NA,2,2.6,0.234,0.5
Top of Auditorium,2024-10-01,2024,39.51621086,-121.55694092,ground,122,"LL, BB - 10/1/2024 - Clear - Week 3-1",3,5,10,50,35,NA,2.1,3,0.501,0.5
Top of Auditorium,2024-10-01,2024,39.51617038,-121.55688716,ground,121,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,50,50,NA,1.5,4,0.516,0.32
Top of Auditorium,2024-10-01,2024,39.51612553,-121.55689551,ground,120,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,50,50,NA,1.8,2,0.268,0.4
Top of Auditorium,2024-10-01,2024,39.51613695,-121.55691093,ground,119,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,40,60,NA,0.8,1.6,0.262,0.32
Top of Auditorium,2024-10-01,2024,39.5161357,-121.55692286,ground,118,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,50,50,NA,1,1,0.277,0.4
Top of Auditorium,2024-10-01,2024,39.51613692,-121.55697833,ground,117,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,70,30,NA,1.5,2,0.419,0.46
Top of Auditorium,2024-10-01,2024,39.51613681,-121.55700911,ground,115,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,50,50,NA,1.2,2.2,0.297,0.38
Top of Auditorium,2024-10-01,2024,39.51615888,-121.55704705,ground,114,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,10,65,25,NA,1.4,2.3,0.306,0.56
Top of Auditorium,2024-10-01,2024,39.51616494,-121.55707794,ground,113,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,15,70,15,NA,2,3,0.021,0.5
Top of Auditorium,2024-10-01,2024,39.51615428,-121.55700265,ground,116,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,60,40,NA,1.5,2,0.166,0.5
Upper Auditorium,2024-10-01,2024,39.5158229,-121.55732456,ground,131,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,NA,70,30,NA,1.8,4.4,0.414,0.6
Upper Auditorium,2024-10-01,2024,39.51588065,-121.55728122,ground,130,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,80,20,NA,1.6,2.8,0.214,0.32
Upper Auditorium,2024-10-01,2024,39.51591947,-121.55723312,ground,129,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,70,30,NA,1.4,1.4,0.142,0.48
Upper Auditorium,2024-10-01,2024,39.51594115,-121.55719637,ground,128,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,50,50,NA,1.7,2,0.144,0.5
Upper Auditorium,2024-10-01,2024,39.51595495,-121.55717512,ground,127,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,20,80,NA,1.4,1.9,0.011,0.56
Upper Auditorium,2024-10-01,2024,39.51591594,-121.55705571,ground,126,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,80,20,NA,2,4,0.22,0.6
Upper Auditorium,2024-10-01,2024,39.51594518,-121.55706366,ground,125,"LL, BB - 10/1/2024 - Clear - Week 3-1",NA,NA,NA,60,40,NA,1.8,3,0.015,0.56
Upper Auditorium,2024-10-01,2024,39.51597268,-121.55691215,ground,124,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,20,80,NA,1.4,1.8,0.647,0.24
Upper Auditorium,2024-10-01,2024,39.51591948,-121.55744777,ground,132,"LL, BB - 10/1/2024 - Clear - Week 3-1",1,NA,NA,80,20,NA,1.5,2.5,0.298,0.6
Upper Auditorium,2024-10-01,2024,39.5159144,-121.55756452,ground,133,"LL, BB - 10/1/2024 - Clear - Week 3-1",2,NA,5,40,30,25,1.5,2.5,0.362,0.42
Cottonwood,2024-10-08,2024,39.51687454,-121.55409119,ground,81,"LL, AS - 10/8/2024 - Clear - Week 4-1",10,NA,15,35,40,10,1.4,2.2,0.278,0.68
Cottonwood,2024-10-08,2024,39.51690042,-121.55487008,ground,76,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,10,60,30,NA,1.7,2.6,0.853,0.26
Cottonwood,2024-10-08,2024,39.51691648,-121.55480173,ground,74,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,NA,10,40,50,1.5,2.2,0.682,0.3
Cottonwood,2024-10-08,2024,39.51691415,-121.5547621,ground,73,"LL, AS - 10/8/2024 - Clear - Week 4-1",NA,NA,NA,25,35,40,1.7,2,0.361,0.34
Cottonwood,2024-10-08,2024,39.51689634,-121.5547531,ground,72,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,80,20,NA,2.3,2.5,0.489,0.5
Cottonwood,2024-10-08,2024,39.516905,-121.55471783,ground,71,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,70,30,NA,2.1,2,0.776,0.3
Cottonwood,2024-10-08,2024,39.51688009,-121.5547411,ground,70,"LL, AS - 10/8/2024 - Clear - Week 4-1",5,NA,NA,75,25,NA,1.2,2.1,0.657,0.58
Cottonwood,2024-10-08,2024,39.51686929,-121.55470529,ground,69,"LL, AS - 10/8/2024 - Clear - Week 4-1",4,NA,15,65,20,NA,1.4,2.1,1.225,0.68
Cottonwood,2024-10-08,2024,39.51688775,-121.55466621,ground,68,"LL, AS - 10/8/2024 - Clear - Week 4-1",3,NA,15,65,20,NA,1.7,2.7,0.624,0.6
Cottonwood,2024-10-08,2024,39.51686027,-121.55456806,ground,67,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,15,55,30,0,1.3,1.5,0.852,0.68
Cottonwood,2024-10-08,2024,39.51690254,-121.55481966,ground,75,"LL, AS - 10/8/2024 - Clear - Week 4-1",3,NA,NA,65,25,10,1.6,2.1,0.369,0.48
Hatchery Pipe,2024-10-08,2024,39.51688188,-121.55392476,ground,84,"LL, AS - 10/8/2024 - Clear - Week 4-1",8,NA,10,60,30,NA,1.5,1.7,0.503,0.64
Hatchery Pipe,2024-10-08,2024,39.5169313,-121.554037,ground,83,"LL, AS - 10/8/2024 - Clear - Week 4-1",5,20,20,40,20,NA,1,1.5,0.235,0.3
Hatchery Pipe,2024-10-08,2024,39.51691065,-121.55404608,ground,82,"LL, AS - 10/8/2024 - Clear - Week 4-1",10,10,20,50,20,NA,1.4,2.3,0.262,0.4
Hatchery Pipe,2024-10-08,2024,39.51690194,-121.55409907,ground,80,"LL, AS - 10/8/2024 - Clear - Week 4-1",15,15,20,45,20,NA,1.6,2.3,0.286,0.66
Hatchery Pipe,2024-10-08,2024,39.51691399,-121.55418469,ground,79,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,20,40,30,10,1.5,2.2,0.492,0.4
Hatchery Pipe,2024-10-08,2024,39.51690638,-121.55414926,ground,78,"LL, AS - 10/8/2024 - Clear - Week 4-1",5,NA,10,40,40,10,2,2.2,0.425,0.52
Hatchery Pipe,2024-10-08,2024,39.51687508,-121.55414158,ground,77,"LL, AS - 10/8/2024 - Clear - Week 4-1",4,NA,10,50,40,NA,1.6,2.8,0.193,0.74
Hatchery Pipe,2024-10-08,2024,39.51684609,-121.55405485,ground,85,"LL, AS - 10/8/2024 - Clear - Week 4-1",4,NA,NA,70,20,10,1.5,2.7,0.323,0.72
Hatchery Pipe,2024-10-08,2024,39.51676944,-121.55401319,ground,86,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,70,30,NA,1.4,2.2,0.295,0.9
Hatchery Riffle,2024-10-08,2024,39.51610421,-121.55436888,ground,45,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,30,20,40,10,NA,1.7,2.3,0.303,0.28
Hatchery Riffle,2024-10-08,2024,39.51602463,-121.55433332,ground,44,"LL, AS - 10/8/2024 - Clear - Week 4-1",3,20,20,40,20,NA,2.4,2,0.407,0.4
Hatchery Riffle,2024-10-08,2024,39.51598151,-121.55434447,ground,43,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,5,25,50,20,NA,1.1,1.4,0.8,0.5
Hatchery Riffle,2024-10-08,2024,39.51596943,-121.55437642,ground,42,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,40,55,5,NA,1.8,2.7,0.426,0.64
Hatchery Riffle,2024-10-08,2024,39.51593659,-121.55446563,ground,41,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,5,85,10,NA,1.5,2.6,0.947,0.34
Hatchery Riffle,2024-10-08,2024,39.51596236,-121.55444162,ground,40,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,20,70,10,NA,1.2,1.6,0.847,0.56
Hatchery Riffle,2024-10-08,2024,39.51597695,-121.55447845,ground,39,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,30,60,10,NA,2.2,2.7,1.097,0.62
Hatchery Riffle,2024-10-08,2024,39.51603666,-121.55452035,ground,38,"LL, AS - 10/8/2024 - Clear - Week 4-1",3,15,35,35,15,NA,2,2.8,0.767,0.34
Hatchery Riffle,2024-10-08,2024,39.5159442,-121.55470616,ground,37,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,5,60,30,5,1.6,2.6,0.472,0.66
Hatchery Riffle,2024-10-08,2024,39.51598141,-121.55462836,ground,36,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,30,50,20,NA,1.7,3.2,0.511,0.52
Moe's Side Channel,2024-10-08,2024,39.5158181,-121.55947177,ground,1,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,90,10,NA,2.7,3.3,0.49,0.32
Moe's Side Channel,2024-10-08,2024,39.51603088,-121.55867722,ground,19,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51607513,-121.55870933,ground,18,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51604177,-121.55874523,ground,17,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51605631,-121.55882073,ground,16,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51606158,-121.55887178,ground,15,"LL, AS - 10/8/2024 - Clear - Week 4-1",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51602122,-121.55891846,ground,14,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51604069,-121.55894969,ground,13,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.5159885,-121.55911374,ground,12,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51608285,-121.5586127,ground,20,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51598222,-121.55918739,ground,11,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,10,70,20,NA,1.4,3.8,0.668,0.22
Moe's Side Channel,2024-10-08,2024,39.51601041,-121.55927049,ground,9,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51599815,-121.5592632,ground,8,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51596389,-121.55931331,ground,7,"LL, AS - 10/8/2024 - Clear - Week 4-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51593513,-121.55935061,ground,6,"LL, AS - 10/8/2024 - Clear - Week 4-1",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51590647,-121.55940706,ground,5,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51585596,-121.55941952,ground,4,"LL, AS - 10/8/2024 - Clear - Week 4-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51587062,-121.55945474,ground,3,"LL, AS - 10/8/2024 - Clear - Week 4-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.5158362,-121.55945964,ground,2,"LL, AS - 10/8/2024 - Clear - Week 4-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51597621,-121.55923421,ground,10,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.5160786,-121.55835702,ground,21,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51607589,-121.5581402,ground,23,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.5160845,-121.55713864,ground,35,"LL, AS - 10/8/2024 - Clear - Week 4-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51606776,-121.55738301,ground,34,"LL, AS - 10/8/2024 - Clear - Week 4-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51606503,-121.55827592,ground,22,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,5,15,50,30,NA,1.7,2.5,0.399,0.3
Moe's Side Channel,2024-10-08,2024,39.51608896,-121.55746635,ground,33,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51609416,-121.5575402,ground,31,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51608218,-121.55762242,ground,30,"LL, AS - 10/8/2024 - Clear - Week 4-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51607465,-121.55767906,ground,29,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51609192,-121.55778423,ground,28,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51608275,-121.55779622,ground,27,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51608705,-121.55796978,ground,25,"LL, AS - 10/8/2024 - Clear - Week 4-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-08,2024,39.51606234,-121.55812275,ground,24,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
