location_table_id,date,location,water_temp,weather,river_mile,flow,number_of_divers,reach_length,reach_width,channel_width,channel_type,longitude,latitude,channel_location,coordinate_method
227,2002-04-15,hatchery ditch,0,overcast,66.7,2300,2,25,4,7,sidechannel,-121.55711666666667,39.51663333333333,LFC,reported in database
228,2002-04-16,robinson riffle,52,overcast,61.5,600,2,25,4,20,mainchannel,-121.597617,39.464917,LFC,reported in database
229,2002-04-17,eye riffle,56.5,direct sunlight,60,600,2,25,4,20,sidechannel,-121.61328333333333,39.45713333333333,LFC,reported in database
230,2002-04-17,steep riffle,51,direct sunlight,61,600,2,25,4,10,sidechannel,-121.604383,39.462633,LFC,reported in database
231,2002-04-16,matthews riffle,0,overcast,64,600,2,25,4,41,mainchannel,-121.5790352595597,39.49157966172107,LFC,reported in database
232,2002-04-17,gateway riffle,54.5,direct sunlight,59.8,600,2,25,4,32,mainchannel,-121.62560364814165,39.45696577928121,LFC,assigned based on similar location
233,2002-04-17,eye riffle,53,direct sunlight,60,NA,2,25,4,19,mainchannel,-121.6139,39.45725,LFC,reported in database
234,2002-04-16,aleck riffle,NA,overcast,63.5,600,2,25,4,49,mainchannel,-121.578983,39.484433,LFC,reported in database
235,2002-04-16,auditorium riffle,0,overcast,66.5,600,2,25,4,37,mainchannel branch,-121.55768333333333,39.50593333333333,LFC,reported in database
236,2002-04-18,big hole,58,overcast,57.5,1200,2,25,4,60,mainchannel,-121.63776666666666,39.438183333333335,HFC,reported in database
237,2002-04-18,vance avenue,58,direct sunlight,58.5,1200,2,25,4,41,mainchannel branch,-121.6391,39.45005,HFC,reported in database
238,2002-04-23,g95,64,direct sunlight,57,1200,2,25,4,31,sidechannel,-121.631033,39.43085,HFC,reported in database
239,2002-08-20,robinson riffle,16,direct sunlight,61.5,700,2,25,4,24,sidechannel,-121.58333333333333,39.46451666666667,LFC,reported in database
240,2002-08-20,aleck riffle,19.5,direct sunlight,63.5,700,2,25,4,47,mainchannel,-121.57903333333333,39.4843,LFC,reported in database
241,2002-08-20,steep riffle,17,direct sunlight,61,700,2,25,4,49,mainchannel,-121.60401666666667,39.46346666666667,LFC,reported in database
242,2002-08-14,herringer riffle,76,direct sunlight,52,4500,2,25,4,72,mainchannel,-121.63513333333333,39.373416666666664,HFC,reported in database
243,2002-08-14,cox riffle,72,direct sunlight,47.5,4500,2,25,4,86,mainchannel,-121.63241666666667,39.33488333333333,HFC,reported in database
244,2002-08-14,shallow riffle,66,direct sunlight,47,0,2,25,4,37,mainchannel branch,-121.630683,39.329283,HFC,reported in database
246,2002-08-19,hatchery riffle,57,direct sunlight,66.5,700,1,25,4,30,mainchannel branch,-121.553533,39.515833,LFC,reported in database
248,2002-04-23,g95,63.5,direct sunlight,57,1200,2,25,4,26,mainchannel branch,-121.631033,39.43085,HFC,reported in database
249,2002-04-24,big bar,NA,direct sunlight,53.5,1200,2,25,4,50,mainchannel,-121.6287,39.385917,HFC,reported in database
250,2002-04-24,lower hour,62,direct sunlight,56,1200,2,25,4,0,mainchannel branch,-121.62566700000001,39.420667,HFC,reported in database
251,2002-04-24,macfarland riffle,54,direct sunlight,52,1200,1,25,4,49,mainchannel,-121.63333333333334,39.373333333333335,HFC,reported in database
252,2002-04-24,lower hour,0,direct sunlight,46,1200,1,25,4,30,mainchannel branch,-121.62666666666667,39.415,HFC,reported in database
253,2002-04-24,lower hour,0,direct sunlight,56,1200,1,25,4,30,mainchannel branch,-121.62566700000001,39.420667,HFC,reported in database
254,2002-04-25,cox riffle,62,direct sunlight,47.5,1200,2,25,4,55,mainchannel,-121.63241666666667,39.336333333333336,HFC,reported in database
255,2002-04-25,shallow riffle,62.5,overcast,47,1200,1,25,4,28,sidechannel,-121.630683,39.329283,HFC,reported in database
256,2002-04-25,junkyard riffle,64,direct sunlight,48.5,1200,1,25,4,46,mainchannel,-121.62668333333333,39.345866666666666,HFC,reported in database
257,2002-04-25,gridley riffle,62,direct sunlight,49.5,1200,2,25,4,26,mainchannel branch,-121.63083333333333,39.3545,HFC,reported in database
258,2002-05-21,steep riffle,54,overcast,61,600,1,25,4,16,mainchannel,-121.604383,39.462633,LFC,reported in database
259,2002-05-21,steep riffle,54,overcast,61,600,3,25,4,15,sidechannel,-121.604383,39.462633,LFC,reported in database
260,2002-08-20,aleck riffle,19.5,direct sunlight,63.5,700,2,25,4,47,mainchannel,-121.578983,39.484433,LFC,reported in database
261,2002-05-22,robinson riffle,58,direct sunlight,61.5,600,2,25,4,35,mainchannel,-121.597617,39.464917,LFC,reported in database
263,2002-05-22,aleck riffle,61,direct sunlight,63.5,600,2,25,4,62,mainchannel,-121.578983,39.484433,LFC,reported in database
265,2002-05-23,bedrock riffle,57,direct sunlight,66.9,600,2,25,4,44,mainchannel,-121.56815,39.51305,LFC,reported in database
266,2002-05-23,hatchery ditch,55,direct sunlight,66.6,0,2,25,4,12,sidechannel,-121.55925,39.51605,LFC,reported in database
267,2002-05-23,trailer park,61,direct sunlight,64,600,2,25,4,59,mainchannel,-121.57933333333334,39.49613333333333,LFC,reported in database
268,2002-05-20,eye riffle,4,overcast,60,650,2,25,4,13,sidechannel,-121.61318333333334,39.4574,LFC,reported in database
269,2002-05-20,eye riffle,54,precipitation,60,4650,2,25,4,13,mainchannel branch,-121.61516666666667,39.45693333333333,LFC,reported in database
270,2002-05-20,gateway riffle,54,direct sunlight,59.8,600,2,25,4,45,mainchannel,-121.62333333333333,39.457,LFC,reported in database
271,2002-05-30,lower hour,67,direct sunlight,56,0,2,25,4,38,mainchannel,-121.62608333333333,39.421083333333335,HFC,reported in database
272,2002-05-30,shallow riffle,67,direct sunlight,47,1300,2,25,4,52,mainchannel,-121.62978333333334,39.3307,HFC,reported in database
273,2002-05-30,big bar,72,direct sunlight,0,1300,2,25,4,32,mainchannel,-121.62833333333333,39.3863,HFC,reported in database
274,2002-05-30,junkyard riffle,68,direct sunlight,48.5,1300,2,25,4,63,mainchannel,-121.62656666666666,39.346866666666664,HFC,reported in database
275,2002-05-30,cox riffle,0,direct sunlight,47.5,1300,2,25,4,50,mainchannel,-121.63215000396984,39.33564114789087,HFC,assigned based on similar location
276,2002-05-30,macfarland riffle,0,direct sunlight,52,0,2,25,4,45,mainchannel,-121.632333,39.375,HFC,reported in database
277,2002-05-28,big hole,64,direct sunlight,57.5,1300,2,25,4,37,mainchannel branch,-121.5875,39.43735,HFC,reported in database
278,2002-05-28,g95,68,direct sunlight,57,0,2,25,4,39,mainchannel branch,-121.62573333333333,39.428583333333336,HFC,reported in database
279,2002-05-28,g95,68,direct sunlight,57,0,2,25,4,120,sidechannel,-121.63163333333334,39.43065,HFC,reported in database
280,2002-05-25,vance avenue,63.5,direct sunlight,58.5,1300,2,25,4,47,mainchannel branch,-121.63585,39.44808333333334,HFC,reported in database
281,2002-05-30,goose riffle,70,direct sunlight,54.5,0,2,25,4,83,mainchannel,-121.61738333333334,39.40441666666667,HFC,reported in database
282,2002-05-30,lower hour,85,direct sunlight,0,0,2,25,4,131,mainchannel branch,-121.62696666666666,39.41546666666667,HFC,reported in database
283,2002-05-20,weir riffle,12,precipitation,60.5,600,2,25,4,45,mainchannel,-121.609,39.461333333333336,LFC,reported in database
285,2002-08-20,steep riffle,62,direct sunlight,61,700,2,25,4,17,sidechannel,-121.60186666666667,39.4617,LFC,reported in database
286,2002-08-20,eye riffle,62,direct sunlight,60,700,2,25,4,21,sidechannel,-121.6139,39.45725,LFC,reported in database
287,2002-07-23,weir riffle,64,direct sunlight,60.5,600,2,25,4,42,mainchannel,-121.60645,39.46175,LFC,reported in database
288,2002-08-14,gridley riffle,68,direct sunlight,49.5,0,0,25,4,67,mainchannel branch,-121.630583,39.354117,HFC,reported in database
289,2002-08-19,auditorium riffle,58.5,direct sunlight,66.5,700,1,25,4,66,mainchannel,-121.56,39.5151,LFC,reported in database
