micro_hab_data_tbl_id,p_dat_id,t_code,depth,velocity,percent_fine_substrate,percent_sand_substrate,percent_small_gravel_substrate,percent_large_gravel_substrate,percent_cobble_substrate,percent_boulder_substrate,percent_no_cover_inchannel,percent_small_woody_cover_inchannel,percent_large_woody_cover_inchannel,percent_submerged_aquatic_veg_inchannel,percent_undercut_bank,percent_no_cover_overhead,percent_cover_half_meter_overhead,percent_cover_more_than_half_meter_overhead,sur_turb,vel_clicks,adj_vel,fish_data_id,count,fl_mm,water_depth,dist_to_bottom,focal_velocity,av_vel,substrate,i_cov_code,o_cover_code_id,x_surf_turb,fish_in_tran,focal_clicks,adj_focal_vel,av_vel_clicks,adj_av_vel,species,location,date,water_temp,river_mile,flow,number_of_divers,reach_length,reach_width,channel_width,gps_coordinate,weather,channel_type,channel_geomorphic_unit
941,36,15.3,19,0.98,0,0,100,0,0,0,90,10,0,0,0,100,0,0,0,NA,NA,73,1,45,NA,0.1,0.62,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Steelhead trout (wild),Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
941,36,15.3,19,0.98,0,0,100,0,0,0,90,10,0,0,0,100,0,0,0,NA,NA,74,7,50,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Chinook salmon,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
942,36,15.4,14,1.14,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
943,36,18.1,9,0,0,10,80,10,0,0,85,15,0,0,0,90,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
944,36,18.2,17,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
945,36,18.3,24,0.91,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
946,36,18.4,20,0.66,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,75,10,45,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Chinook salmon,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
947,36,21.1,5,0,50,0,50,0,0,0,90,0,0,10,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
948,36,21.2,8,0.54,0,90,10,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
949,36,21.3,13,2,0,10,90,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
950,36,21.4,14,1.78,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
951,36,24.1,11,0.47,20,70,10,0,0,0,80,0,0,20,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
952,36,24.2,11,1.93,0,20,80,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
953,36,24.3,15,1.45,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
954,36,24.4,17,1.26,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery Ditch,2001-07-10,59,66.5,600,2,25,4,9,N 39º 30.961'  W 121º 33.529,Direct Sunlight,Sidechannel,Riffle
955,37,0.1,16,0.7,0,0,10,90,0,0,90,0,0,10,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
956,37,0.2,26,1.1,0,0,50,50,0,0,100,0,0,0,0,100,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
957,37,0.3,26,1.44,0,0,30,40,30,0,100,0,0,0,0,100,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
958,37,0.4,26,1.05,0,0,10,0,40,50,100,0,0,0,0,100,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
959,37,3.1,16,0.34,0,0,90,0,10,0,90,0,0,10,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
960,37,3.2,18,0.89,0,0,0,70,10,20,100,0,0,0,0,100,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
961,37,3.3,17,1.87,0,0,0,90,0,10,100,0,0,0,0,100,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
962,37,3.4,17,0.8,0,0,0,20,40,40,100,0,0,0,0,100,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
963,37,6.1,15,0.36,0,0,10,80,10,0,90,0,0,10,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
964,37,6.2,27,0.8,0,0,0,10,80,10,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
965,37,6.3,30,0.9,0,0,0,70,30,0,100,0,0,0,0,100,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
966,37,6.4,37,1.1,0,0,0,0,60,40,100,0,0,0,0,100,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
967,37,9.1,13,0.49,0,0,0,80,20,0,90,0,0,10,0,90,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
968,37,9.2,20,0.75,0,0,10,90,0,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
969,37,9.3,35,1.57,0,0,0,40,50,10,100,0,0,0,0,100,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
970,37,9.4,36,1.64,0,0,0,20,60,20,100,0,0,0,0,100,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
971,37,12.1,15,1.07,0,0,50,50,0,0,80,0,0,20,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
972,37,12.2,21,1.56,0,0,20,40,40,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
973,37,12.3,24,1.92,0,0,45,45,0,10,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
974,37,12.4,28,1.53,0,0,0,80,20,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
975,37,15.1,17,0.8,0,0,20,60,20,0,80,0,0,20,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
976,37,15.2,27,1.13,0,0,10,70,20,0,90,0,0,10,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
977,37,15.3,31,0.93,0,0,10,80,10,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
978,37,15.4,41,1.11,0,0,0,10,80,10,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
979,37,18.1,17,0.8,0,0,0,80,10,10,70,0,0,30,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
980,37,18.2,24,0.56,0,0,0,50,50,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
981,37,18.3,35,0.88,0,0,0,10,80,10,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
982,37,18.4,38,0.85,0,0,0,50,50,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
983,37,21.1,15,0.49,0,0,0,40,60,0,70,0,0,30,0,70,15,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
984,37,21.2,20,0.56,0,0,20,60,20,0,80,0,0,20,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
985,37,21.3,29,0.72,0,0,0,50,50,0,70,0,0,30,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
986,37,21.4,33,0.73,0,0,20,40,30,10,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
987,37,24.1,12,0,80,0,0,10,10,0,50,20,0,30,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
988,37,24.2,26,0.18,0,0,50,50,0,0,70,10,0,20,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
989,37,24.3,24,0.33,0,0,20,40,40,0,70,0,0,30,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
990,37,24.4,25,0.54,0,0,0,50,50,0,80,0,0,20,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-07-11,59,64,600,4,25,4,57,N 31º 29.68  W 121º 34.765,Direct Sunlight,Mainchannel,Glide
991,38,0.1,11,2.49,0,50,50,0,0,0,100,0,0,0,0,20,0,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
992,38,0.2,19,2.83,0,50,50,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
993,38,0.3,21,2.75,0,30,50,20,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
994,38,0.4,18,1.78,0,0,50,50,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
995,38,3.1,27,1.4,0,50,50,0,0,0,100,0,0,0,0,20,0,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
996,38,3.2,31,1.73,0,50,50,0,0,0,100,0,0,0,0,70,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
997,38,3.3,36,0.7,0,80,20,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
998,38,3.4,39,1.16,0,0,50,50,0,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
999,38,6.1,25,1.32,0,0,60,40,0,0,100,0,0,0,0,30,0,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1000,38,6.2,24,3.18,0,0,30,70,0,0,100,0,0,0,0,80,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1001,38,6.3,16,3.21,0,0,60,40,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1002,38,6.4,15,2.97,0,0,70,30,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1003,38,9.1,32,2.21,0,0,40,50,10,0,40,0,0,30,30,100,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1004,38,9.2,42,1.78,0,0,0,80,20,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1005,38,9.3,44,1.47,0,0,0,60,40,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1006,38,9.4,49,1.13,0,0,0,40,60,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1007,38,12.1,18,0,0,80,20,0,0,0,80,0,0,20,0,0,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1008,38,12.2,27,0.85,0,10,60,30,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1009,38,12.3,31,1.44,0,0,0,50,50,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1010,38,12.4,48,1.5,0,0,0,30,70,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1011,38,15.1,17,1.7,0,10,90,0,0,0,90,0,0,10,0,50,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1012,38,15.2,24,2.24,0,10,90,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1013,38,15.3,17,2.81,0,10,90,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1014,38,15.4,20,2.87,0,10,50,40,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1015,38,18.1,18,0,0,50,40,10,0,0,80,10,0,10,0,80,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1016,38,18.2,30,1.2,0,30,40,30,0,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1017,38,18.3,29,1.32,0,0,50,50,0,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
1018,38,18.4,37,1.41,0,0,30,70,0,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robinson Riffle,2001-07-11,63,61.5,600,3,25,4,34,N 39º 27.983  W 121º 35.919,Direct Sunlight,Mainchannel,NA
