observation_id,survey_id,unit,count,substrate,overhead_cover,instream_cover,channel_geomorphic_unit,depth,fork_length,species,run,clipped
10883,526,450,2,12,0,A,Glide Margin,0.2,60,sacramento sucker,NA,NA
10884,527,19,1,45,1,BD,Glide Margin,1,400,sacramento sucker,NA,NA
10885,527,19,1,45,1,BD,Glide Margin,1,700,chinook salmon,NA,TRUE
10886,527,19,20,34,0,BD,Glide Margin,0.3,15,unidentified cypriniform spp.,NA,NA
10887,527,24,1,34,0,A,Glide,1,450,o. mykiss,NA,FALSE
10888,527,24,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
10889,527,23,12,23,1,BE,Glide Margin,0.1,15,unidentified cypriniform spp.,NA,NA
10890,527,23,50,23,1,BE,Glide Margin,0.2,20,unidentified cypriniform spp.,NA,NA
10891,527,23,15,23,1,BE,Glide Margin,0.2,25,sacramento sucker,NA,NA
10892,527,23,10,3,2,A,Glide Margin,0.3,35,sacramento sucker,NA,NA
10893,527,23,15,23,0,E,Glide Margin,0.3,35,sacramento sucker,NA,NA
10894,527,23,10,23,0,E,Glide Margin,0.3,45,sacramento sucker,NA,NA
10895,527,24,5,45,0,A,Glide,0.6,500,sacramento sucker,NA,NA
10896,527,25,40,24,1,CF,Glide Margin,0.4,30,unidentified cypriniform spp.,NA,NA
10897,527,25,30,24,1,BDE,Glide Margin,0.4,30,sacramento sucker,NA,NA
10898,527,25,20,24,1,CD,Glide Margin,0.3,40,sacramento sucker,NA,NA
10899,527,25,10,24,1,CD,Glide Margin,0.3,60,sacramento sucker,NA,NA
10900,527,25,10,45,0,A,Glide Margin,0.4,30,unidentified cypriniform spp.,NA,NA
10901,527,25,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
10902,528,30,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
10903,528,31,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
10904,528,29,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
10905,528,30,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
10906,528,31,2,34,0,A,Glide,0.8,400,sacramento sucker,NA,NA
10907,528,31,2,34,0,A,Glide,0.8,550,o. mykiss,NA,FALSE
10908,528,31,3,34,0,A,Glide,0.8,400,o. mykiss,NA,NA
10909,528,31,1,34,0,A,Glide,0.8,400,o. mykiss,NA,FALSE
10910,528,31,20,34,0,A,Glide,0.8,450,sacramento sucker,NA,NA
10911,528,29,200,134,0,BE,Glide Margin,0.5,15,unidentified cypriniform spp.,NA,NA
10912,528,32,150,23,1,BCDE,Glide Margin,0.2,15,unidentified cypriniform spp.,NA,NA
10913,528,32,100,23,1,BCDE,Glide Margin,0.2,20,unidentified cypriniform spp.,NA,NA
10914,528,32,10,23,1,BCDE,Glide Margin,0.2,35,sacramento sucker,NA,NA
1584,65,33,3,3,1,C,Riffle,0.2,65,o. mykiss,NA,FALSE
10915,528,31,1,45,0,A,Glide,0.7,350,sacramento sucker,NA,NA
10916,528,31,2,45,0,A,Glide,0.7,450,sacramento sucker,NA,NA
10917,528,31,1,45,0,A,Glide,0.7,550,sacramento sucker,NA,NA
10918,529,33,100,24,1,BDE,Glide,0.1,15,unidentified cypriniform spp.,NA,NA
10919,529,33,5,24,1,BDE,Glide,0.1,30,sacramento sucker,NA,NA
10920,529,33,2,24,1,BDE,Glide,0.1,35,sacramento sucker,NA,NA
10921,529,33,45,24,1,BDE,Glide,0.1,20,sacramento sucker,NA,NA
10922,529,33,1,3,1,A,Glide,0.1,80,o. mykiss,NA,FALSE
10923,529,33,1,23,1,BE,Glide,0.4,120,o. mykiss,NA,FALSE
10924,529,33,1,23,1,BE,Glide,0.4,100,o. mykiss,NA,FALSE
10925,529,33,9,23,1,BE,Glide,0.4,70,o. mykiss,NA,FALSE
10926,529,33,10,25,1,CDE,Glide,0.7,100,chinook salmon,NA,NA
10927,529,33,50,25,1,CDE,Glide,0.7,60,chinook salmon,NA,NA
10928,529,33,50,25,1,CDE,Glide,0.7,80,chinook salmon,NA,NA
10929,529,33,3,23,1,BCE,Glide,0.4,100,o. mykiss,NA,FALSE
10930,529,33,1,23,1,BCE,Glide,0.4,110,o. mykiss,NA,FALSE
10931,529,33,5,23,1,BCE,Glide,0.4,80,o. mykiss,NA,FALSE
10932,529,33,10,23,1,BCE,Glide,0.4,50,chinook salmon,NA,NA
10933,529,33,30,23,1,BCE,Glide,0.4,70,chinook salmon,NA,NA
10934,529,33,20,23,1,BCE,Glide,0.4,80,chinook salmon,NA,NA
10935,529,33,3,23,1,BCE,Glide,0.4,60,chinook salmon,NA,NA
10936,529,33,1,34,1,B,Glide,0.2,90,o. mykiss,NA,FALSE
10937,529,33,4,34,1,B,Glide,0.2,80,o. mykiss,NA,FALSE
10938,529,33,3,34,1,B,Glide,0.2,60,o. mykiss,NA,FALSE
10939,529,33,1,134,0,E,Glide,1.2,60,sacramento sucker,NA,NA
10940,529,33,1,2,0,BE,Glide,0.6,80,o. mykiss,NA,FALSE
10941,529,33,3,2,0,BE,Glide,0.6,60,chinook salmon,NA,NA
10942,529,33,1,2,0,BE,Glide,0.6,70,o. mykiss,NA,FALSE
10943,529,33,40,2,0,BE,Glide,0.6,15,unidentified cypriniform spp.,NA,NA
10944,529,33,3,34,1,D,Glide,0.2,70,o. mykiss,NA,FALSE
10945,529,33,2,34,1,D,Glide,0.2,60,chinook salmon,NA,NA
10946,529,33,5,34,1,BD,Glide,0.2,50,chinook salmon,NA,NA
10947,529,33,3,34,1,BD,Glide,0.2,50,o. mykiss,NA,FALSE
10948,529,33,15,34,1,BD,Glide,0.2,60,chinook salmon,NA,NA
10949,529,33,7,34,1,BD,Glide,0.2,60,o. mykiss,NA,FALSE
10950,529,33,3,34,1,BD,Glide,0.2,70,chinook salmon,NA,NA
10951,529,33,3,34,1,BD,Glide,0.2,70,o. mykiss,NA,FALSE
1308,58,189,7,2,1,B,Riffle,0.2,80,chinook salmon,NA,NA
10952,529,33,2,12,0,BE,Glide,0.3,60,o. mykiss,NA,FALSE
10953,529,33,2,12,0,BE,Glide,0.3,70,o. mykiss,NA,FALSE
10954,529,33,2,12,1,B,Glide Margin,0.2,60,o. mykiss,NA,FALSE
10955,529,33,4,34,1,D,Glide Margin,0.2,60,chinook salmon,NA,NA
10956,529,33,3,34,1,D,Glide Margin,0.2,50,o. mykiss,NA,FALSE
10957,529,33,4,34,1,D,Glide Margin,0.2,70,o. mykiss,NA,FALSE
10958,529,33,4,34,1,D,Glide Margin,0.2,80,chinook salmon,NA,NA
10959,529,33,5,34,1,D,Glide Margin,0.2,60,o. mykiss,NA,FALSE
10960,529,26,2,23,1,BDE,Glide Margin,0.4,100,o. mykiss,NA,FALSE
10961,529,26,2,23,1,BDE,Glide Margin,0.4,60,chinook salmon,NA,NA
10962,529,26,3,23,1,BDE,Glide Margin,0.4,80,chinook salmon,NA,NA
10963,529,26,5,23,1,BDE,Glide Margin,0.4,70,o. mykiss,NA,FALSE
10964,529,26,7,13,1,BD,Glide Margin,0.2,70,o. mykiss,NA,FALSE
10965,529,26,4,13,1,BD,Glide Margin,0.2,60,o. mykiss,NA,FALSE
10966,529,26,15,23,0,BE,Glide Margin,0.2,50,o. mykiss,NA,FALSE
10967,529,26,3,23,0,BE,Glide Margin,0.2,70,chinook salmon,NA,NA
10968,529,26,3,23,0,BE,Glide Margin,0.2,70,o. mykiss,NA,FALSE
10969,529,26,2,23,0,BE,Glide Margin,0.2,80,o. mykiss,NA,FALSE
10970,529,26,1,23,0,BE,Glide Margin,0.2,90,o. mykiss,NA,FALSE
10971,529,26,25,23,1,BDE,Glide Margin,0.5,60,chinook salmon,NA,NA
10972,529,26,20,23,1,BDE,Glide Margin,0.5,70,chinook salmon,NA,NA
10973,529,26,15,23,1,BDE,Glide Margin,0.5,50,chinook salmon,NA,NA
10974,529,26,3,23,1,BDE,Glide Margin,0.5,70,o. mykiss,NA,FALSE
10975,529,26,1,23,1,BDE,Glide Margin,0.5,80,o. mykiss,NA,FALSE
10976,529,26,90,13,2,BDE,Glide Margin,0.6,65,chinook salmon,NA,NA
10977,529,26,20,13,2,BDE,Glide Margin,0.6,80,chinook salmon,NA,NA
10978,529,26,2,13,2,BDE,Glide Margin,0.6,110,o. mykiss,NA,FALSE
10979,529,26,2,13,2,BDE,Glide Margin,0.6,100,chinook salmon,NA,NA
10980,529,26,15,13,2,BDE,Glide Margin,0.6,70,o. mykiss,NA,FALSE
10981,529,26,1,13,2,BDE,Glide Margin,0.6,150,o. mykiss,NA,FALSE
10982,529,26,1,13,2,BDE,Glide Margin,0.6,140,chinook salmon,NA,NA
1309,58,189,60,2,1,B,Riffle,0.2,112,chinook salmon,NA,NA
10983,529,33,5,234,1,E,Glide Margin,0.4,30,sacramento sucker,NA,NA
10984,529,33,20,234,1,BDE,Glide Margin,0.4,20,sacramento sucker,NA,NA
10985,529,33,60,234,1,BEF,Glide Margin,0.6,80,chinook salmon,NA,NA
10986,529,33,50,234,1,BEF,Glide Margin,0.6,100,chinook salmon,NA,NA
10987,529,33,1,23,1,BE,Glide Margin,0.2,50,unidentified sculpin,NA,NA
10988,529,26,2,23,0,A,Glide Margin,0.2,60,chinook salmon,NA,NA
10989,529,26,14,23,0,A,Glide Margin,0.2,70,o. mykiss,NA,FALSE
10990,529,26,2,23,0,C,Glide Margin,0.2,80,o. mykiss,NA,FALSE
10991,529,28,318,234,1,BE,Glide Margin,0.1,15,unidentified cypriniform spp.,NA,NA
10992,529,28,50,234,1,BE,Glide Margin,0.1,25,sacramento sucker,NA,NA
10993,529,28,5,234,1,BE,Glide Margin,0.1,25,sacramento pikeminnow or hardhead,NA,NA
10994,529,28,85,34,1,D,Glide Margin,0.1,20,unidentified cypriniform spp.,NA,NA
10995,529,28,300,23,2,A,Glide Margin,0.3,20,sacramento sucker,NA,NA
10996,529,28,30,23,2,A,Glide Margin,0.3,15,unidentified cypriniform spp.,NA,NA
10997,530,56,15,234,0,E,Glide Margin,0.4,80,chinook salmon,NA,NA
10998,530,56,1,345,0,A,Glide Margin,0.6,300,sacramento pikeminnow or hardhead,NA,NA
10999,530,56,1,256,0,A,Riffle Margin,0.7,80,unidentified sculpin,NA,NA
11000,530,56,1,345,0,E,Riffle Margin,0.7,150,large mouth bass,NA,NA
11001,530,56,1,124,0,E,Glide Margin,0.5,90,sacramento pikeminnow or hardhead,NA,NA
11002,530,55,1,56,0,A,Riffle,0.5,500,sacramento sucker,NA,NA
11003,531,96,1,34,0,BE,Glide Margin,1,175,o. mykiss,NA,FALSE
11004,531,96,6,34,0,BE,Glide Margin,2,400,sacramento sucker,NA,NA
11005,531,96,3,34,0,BE,Glide Margin,2,300,sacramento sucker,NA,NA
11006,531,97,3,45,0,A,Glide,1.8,400,o. mykiss,NA,FALSE
11007,531,97,2,45,0,A,Glide,1.8,280,o. mykiss,NA,NA
11008,531,97,10,45,0,A,Glide,1.8,300,sacramento sucker,NA,NA
11009,531,97,1,45,0,A,Glide,1.8,500,chinook salmon,NA,NA
11010,531,97,5,45,0,A,Glide,1.8,400,sacramento sucker,NA,NA
11011,531,97,2,345,0,A,Glide,0.7,350,sacramento sucker,NA,NA
11012,531,98,59,356,0,BE,Glide Margin,0.7,15,unidentified cypriniform spp.,NA,NA
11013,531,98,1,356,0,BE,Glide Margin,0.7,45,sacramento sucker,NA,NA
11014,531,98,27,356,0,BE,Glide Margin,0.7,20,sacramento sucker,NA,NA
2163,78,26,50,1,0,E,Glide Margin,0.2,75,o. mykiss,NA,FALSE
11015,531,98,1,356,0,BE,Glide Margin,0.7,35,sacramento pikeminnow or hardhead,NA,NA
11016,531,98,22,356,0,BE,Glide Margin,0.7,25,sacramento sucker,NA,NA
11017,531,98,6,356,0,BE,Glide Margin,0.7,30,sacramento pikeminnow or hardhead,NA,NA
11018,531,98,3,356,0,BE,Glide Margin,0.7,25,sacramento pikeminnow or hardhead,NA,NA
11019,531,98,4,34,1,BEF,Glide Margin,0.7,10,unidentified cypriniform spp.,NA,NA
11020,531,98,5,34,1,BEF,Glide Margin,0.7,20,sacramento pikeminnow or hardhead,NA,NA
11021,531,98,4,34,1,BEF,Glide Margin,0.7,20,sacramento sucker,NA,NA
11022,532,105,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
11023,532,104,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
11024,532,103,50,12,0,A,Glide Margin,0.2,15,unidentified cypriniform spp.,NA,NA
11025,532,103,20,12,0,A,Glide Margin,0.2,20,unidentified cypriniform spp.,NA,NA
11026,532,103,1,12,0,A,Glide Margin,0.2,30,sacramento sucker,NA,NA
11027,532,103,6,23,0,A,Glide Margin,0.2,30,sacramento sucker,NA,NA
11028,532,103,40,23,1,BE,Glide Margin,0.1,20,unidentified cypriniform spp.,NA,NA
11029,532,103,20,23,1,BE,Glide Margin,0.1,15,unidentified cypriniform spp.,NA,NA
11030,532,104,3,45,0,A,Glide,1.2,400,sacramento sucker,NA,NA
11031,532,104,1,45,0,A,Glide,1.2,500,sacramento sucker,NA,NA
11032,532,104,3,45,0,A,Glide,1.2,300,o. mykiss,NA,NA
11033,532,104,2,45,0,A,Glide,1.2,400,o. mykiss,NA,NA
11034,532,104,1,45,0,A,Glide,1.2,500,o. mykiss,NA,NA
11035,533,119,300,123,1,BE,Backwater,0.2,15,unidentified cypriniform spp.,NA,NA
11036,533,119,150,123,1,BE,Backwater,0.3,30,sacramento pikeminnow or hardhead,NA,NA
11037,533,119,50,123,1,BE,Backwater,0.3,40,sacramento pikeminnow or hardhead,NA,NA
11038,533,119,25,123,1,BE,Backwater,0.3,30,sacramento sucker,NA,NA
11039,533,119,20,123,1,BE,Backwater,0.3,40,sacramento sucker,NA,NA
11040,533,119,6,123,1,BE,Backwater,0.3,50,sacramento sucker,NA,NA
11041,533,119,1,123,1,BE,Backwater,0.1,40,western mosquitofish,NA,NA
11042,533,120,3,234,0,A,Glide,2.2,500,sacramento sucker,NA,NA
11043,533,120,9,234,0,A,Glide,2.2,400,sacramento sucker,NA,NA
11044,533,120,15,234,0,A,Glide,2.2,350,sacramento sucker,NA,NA
11045,533,120,5,234,0,A,Glide,2,500,sacramento sucker,NA,NA
11046,533,120,5,234,0,A,Glide,2,300,sacramento sucker,NA,NA
11047,533,120,28,234,0,A,Glide,2,400,sacramento sucker,NA,NA
11048,534,173,5,124,0,BE,Backwater,0.1,15,unidentified cypriniform spp.,NA,NA
1311,58,189,100,3,1,B,Glide,0.2,75,chinook salmon,NA,NA
11049,534,173,1,124,2,BE,Backwater,0.2,20,sacramento sucker,NA,NA
11050,534,173,23,124,1,BE,Backwater,0.1,25,sacramento pikeminnow or hardhead,NA,NA
11051,534,173,11,124,1,BE,Backwater,0.1,20,sacramento pikeminnow or hardhead,NA,NA
11052,534,173,3,124,1,CE,Backwater,0.4,40,sacramento sucker,NA,NA
11053,534,173,1,124,1,CE,Backwater,0.4,70,sacramento sucker,NA,NA
11054,534,173,5,124,1,CE,Backwater,0.3,50,sacramento sucker,NA,NA
11055,534,173,2,124,1,CE,Backwater,0.3,60,sacramento sucker,NA,NA
11056,534,173,30,124,1,CE,Backwater,0.2,30,sacramento sucker,NA,NA
11057,534,173,10,124,1,CE,Backwater,0.2,25,sacramento pikeminnow or hardhead,NA,NA
11058,534,173,155,124,1,CE,Backwater,0.2,15,unidentified cypriniform spp.,NA,NA
11059,534,173,2,34,0,A,Glide Margin,0.2,35,sacramento pikeminnow or hardhead,NA,NA
11060,534,173,5,234,1,BDE,Glide Margin,0.2,50,sacramento sucker,NA,NA
11061,534,173,30,234,1,BDE,Glide Margin,0.2,20,unidentified cypriniform spp.,NA,NA
11062,534,169,2,234,1,BD,Glide,0.2,25,sacramento pikeminnow or hardhead,NA,NA
11063,534,169,30,234,1,BD,Glide,0.4,30,sacramento sucker,NA,NA
11064,534,169,14,234,2,B,Glide,0.3,35,sacramento sucker,NA,NA
11065,534,169,5,234,2,B,Glide,0.3,20,sacramento sucker,NA,NA
11066,534,169,5,234,2,B,Glide,0.3,25,sacramento sucker,NA,NA
11067,534,169,4,234,2,B,Glide,0.4,30,sacramento sucker,NA,NA
11068,534,169,1,345,0,A,Glide Margin,0.4,100,unidentified sculpin,NA,NA
11069,534,169,5,23,1,BD,Glide Margin,0.2,40,sacramento pikeminnow or hardhead,NA,NA
11070,534,170,6,45,0,A,Glide,1.6,400,sacramento sucker,NA,NA
11071,534,175,1,34,1,BDE,Riffle Margin,0.5,115,o. mykiss,NA,FALSE
11072,534,175,1,34,1,BDE,Riffle Margin,0.5,110,o. mykiss,NA,FALSE
11073,534,175,3,34,1,BDE,Riffle Margin,0.5,85,o. mykiss,NA,FALSE
11074,534,175,10,34,1,BDE,Riffle Margin,0.5,80,chinook salmon,NA,NA
11075,534,175,3,34,1,BDE,Riffle Margin,0.5,70,chinook salmon,NA,NA
11076,534,175,2,34,1,BDE,Riffle Margin,0.5,95,chinook salmon,NA,NA
11077,534,175,8,3,0,BE,Riffle Margin,0.4,40,sacramento sucker,NA,NA
11078,534,175,45,123,1,BDE,Riffle Margin,0.2,45,sacramento sucker,NA,NA
11079,534,171,4,1234,1,BDE,Glide Margin,0.4,75,chinook salmon,NA,NA
11080,534,171,7,1234,1,BDE,Glide Margin,0.4,65,o. mykiss,NA,FALSE
11081,534,171,110,123,1,BE,Backwater,0.4,40,sacramento sucker,NA,NA
1310,58,189,28,2,1,B,Riffle,0.2,45,o. mykiss,NA,FALSE
11082,534,171,3,123,1,BE,Backwater,0.4,70,sacramento sucker,NA,NA
11083,535,225,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
11085,535,226,1,23,0,BE,Glide,2.2,400,sacramento sucker,NA,NA
11086,535,226,50,134,0,C,Pool,2,65,wakasagi,NA,NA
11087,535,226,1,134,0,C,Pool,2,450,sacramento sucker,NA,NA
11088,535,226,100,1234,0,B,Glide,1.4,65,wakasagi,NA,NA
11089,535,228,40,134,1,BCDE,Glide Margin,0.4,15,unidentified cypriniform spp.,NA,NA
11090,535,228,5,134,1,BCDE,Glide Margin,0.4,25,sacramento sucker,NA,NA
11091,535,228,200,134,0,BE,Pool,0.3,15,unidentified cypriniform spp.,NA,NA
11094,535,221,107,234,0,E,Glide Margin,0.2,50,sacramento sucker,NA,NA
11095,535,221,57,234,0,E,Glide Margin,0.2,40,sacramento sucker,NA,NA
11096,535,221,68,234,0,E,Glide Margin,0.2,30,sacramento pikeminnow or hardhead,NA,NA
11097,535,221,43,234,0,E,Glide Margin,0.2,50,sacramento pikeminnow or hardhead,NA,NA
11098,535,221,35,234,0,E,Glide Margin,0.3,80,sacramento sucker,NA,NA
11099,535,221,20,234,0,E,Glide Margin,0.2,50,sacramento pikeminnow or hardhead,NA,NA
11100,535,221,4,234,0,E,Glide Margin,0.2,35,sacramento pikeminnow or hardhead,NA,NA
11101,535,221,109,234,0,E,Glide Margin,0.2,60,sacramento sucker,NA,NA
11102,535,221,165,234,0,E,Glide Margin,0.2,20,unidentified cypriniform spp.,NA,NA
11103,535,226,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
11104,535,229,3,23,0,BDE,Glide Margin,0.2,15,unidentified cypriniform spp.,NA,NA
11105,535,229,5,23,0,BDE,Glide Margin,0.2,20,unidentified cypriniform spp.,NA,NA
11106,535,229,12,23,0,BE,Glide Margin,0.3,35,sacramento sucker,NA,NA
11107,535,229,1,23,0,BE,Glide Margin,0.3,50,sacramento sucker,NA,NA
11108,535,229,3,23,0,BE,Glide Margin,0.1,25,wakasagi,NA,NA
11109,535,229,3,23,0,BE,Glide Margin,0.1,15,unidentified cypriniform spp.,NA,NA
11110,535,229,5,23,0,BE,Glide Margin,0.1,25,sacramento sucker,NA,NA
11111,535,229,13,23,0,E,Glide Margin,0.1,15,unidentified cypriniform spp.,NA,NA
11112,535,229,1,23,0,CE,Glide Margin,0.2,30,wakasagi,NA,NA
11113,535,229,1,24,0,BE,Glide Margin,0.2,45,sacramento sucker,NA,NA
11114,535,229,120,24,0,BE,Glide Margin,0.2,20,unidentified cypriniform spp.,NA,NA
1312,58,189,2,2,1,B,Riffle,0.2,120,chinook salmon,NA,NA
11115,535,229,100,24,0,BE,Glide Margin,0.2,15,unidentified cypriniform spp.,NA,NA
11116,535,229,1,24,1,BDE,Glide Margin,0.1,40,sacramento sucker,NA,NA
11117,535,229,3,24,1,BDE,Glide Margin,0.1,30,sacramento pikeminnow or hardhead,NA,NA
11118,535,229,2,24,1,BDE,Glide Margin,0.1,25,sacramento pikeminnow or hardhead,NA,NA
11119,535,221,2,23,0,A,Glide Margin,0.3,45,sacramento sucker,NA,NA
11120,535,221,1,23,0,A,Glide Margin,0.3,50,sacramento sucker,NA,NA
11121,535,221,1,23,0,A,Glide Margin,0.3,55,sacramento sucker,NA,NA
11122,535,221,1,23,0,A,Glide Margin,0.3,40,sacramento pikeminnow or hardhead,NA,NA
11123,535,221,10,23,0,E,Glide Margin,0.2,35,sacramento pikeminnow or hardhead,NA,NA
11124,535,221,8,23,0,E,Glide Margin,0.2,40,sacramento pikeminnow or hardhead,NA,NA
11125,535,221,3,23,0,E,Glide Margin,0.2,50,sacramento pikeminnow or hardhead,NA,NA
11126,535,226,15,123,0,CE,Glide,2,45,wakasagi,NA,NA
11127,535,226,10,123,0,CE,Glide,2,55,wakasagi,NA,NA
11128,535,226,8,123,0,CE,Glide,2,60,wakasagi,NA,NA
11129,535,226,3,123,0,CE,Glide,2,70,wakasagi,NA,NA
11130,535,226,15,123,0,CE,Glide,0.7,40,wakasagi,NA,NA
11131,535,226,10,123,0,CE,Glide,0.7,60,wakasagi,NA,NA
11132,535,229,15,2,1,BCDE,Glide Margin,0.2,30,sacramento sucker,NA,NA
11133,535,229,10,2,1,BCDE,Glide Margin,0.2,40,sacramento sucker,NA,NA
11134,535,229,5,2,1,BCDE,Glide Margin,0.2,50,sacramento sucker,NA,NA
11135,535,229,60,23,1,E,Glide Margin,0.2,30,sacramento sucker,NA,NA
11136,535,229,30,23,1,E,Glide Margin,0.2,40,sacramento sucker,NA,NA
11137,535,229,15,23,1,E,Glide Margin,0.2,50,sacramento sucker,NA,NA
11138,535,229,2,23,1,E,Glide Margin,0.2,60,sacramento sucker,NA,NA
11139,535,229,50,23,1,E,Glide Margin,0.2,30,sacramento pikeminnow or hardhead,NA,NA
11140,535,229,20,23,1,E,Glide Margin,0.2,40,sacramento pikeminnow or hardhead,NA,NA
11141,535,229,8,23,1,E,Glide Margin,0.2,50,sacramento pikeminnow or hardhead,NA,NA
11142,535,229,3,23,1,E,Glide Margin,0.2,60,sacramento pikeminnow or hardhead,NA,NA
11143,535,225,6,123,0,E,Backwater,0.2,40,sacramento sucker,NA,NA
11144,535,225,12,123,0,E,Backwater,0.2,20,unidentified cypriniform spp.,NA,NA
11145,535,225,4,123,0,E,Backwater,0.2,15,unidentified cypriniform spp.,NA,NA
11146,535,225,1,123,0,E,Backwater,0.2,50,sacramento sucker,NA,NA
1585,65,33,6,3,1,C,Riffle,0.2,50,o. mykiss,NA,FALSE
11147,535,225,2,234,0,A,Glide,0.6,160,o. mykiss,NA,FALSE
11148,535,226,3,1256,0,C,Pool,2,400,sacramento sucker,NA,NA
11149,535,226,2,1256,0,C,Pool,2,400,sacramento sucker,NA,NA
11150,535,228,150,145,1,E,Glide Margin,0.4,50,sacramento sucker,NA,NA
11151,535,228,50,145,1,E,Glide Margin,0.4,20,unidentified cypriniform spp.,NA,NA
11152,535,228,20,145,1,E,Glide Margin,0.4,40,wakasagi,NA,NA
11153,535,228,4,145,0,E,Glide Margin,0.4,60,sacramento sucker,NA,NA
11154,535,228,5,145,0,E,Glide Margin,0.4,40,sacramento pikeminnow or hardhead,NA,NA
11155,536,215A,1,234,0,A,Riffle Margin,0.5,110,o. mykiss,NA,FALSE
11156,536,215A,1,234,0,A,Riffle Margin,0.5,90,o. mykiss,NA,FALSE
11157,536,215A,1,234,0,A,Riffle Margin,0.5,80,o. mykiss,NA,FALSE
11158,536,215A,2,234,0,A,Riffle Margin,0.5,60,sacramento sucker,NA,NA
11159,536,215A,1,234,0,A,Riffle Margin,0.5,115,o. mykiss,NA,FALSE
11160,536,215A,1,24,1,BCD,Riffle Margin,0.7,100,chinook salmon,NA,NA
11161,536,215A,3,24,1,BCD,Riffle Margin,0.7,75,chinook salmon,NA,NA
11162,536,215A,3,24,1,BCD,Riffle Margin,0.7,100,o. mykiss,NA,FALSE
11163,536,215A,4,24,1,BCD,Riffle Margin,0.7,80,o. mykiss,NA,FALSE
11164,536,215A,2,24,1,BCD,Riffle Margin,0.7,65,o. mykiss,NA,FALSE
11165,536,215A,1,24,1,BCD,Riffle Margin,0.7,80,tule perch,NA,NA
11166,536,216,1,45,0,A,Riffle,0.6,125,o. mykiss,NA,FALSE
11167,536,216,1,45,0,A,Riffle,0.6,380,sacramento sucker,NA,NA
11168,536,215B,1,234,1,C,Riffle,0.5,170,o. mykiss,NA,FALSE
11169,536,215B,1,234,1,C,Riffle,0.5,200,o. mykiss,NA,FALSE
11170,536,215B,30,245,1,B,Backwater,0.2,20,unidentified cypriniform spp.,NA,NA
11171,536,215B,50,245,2,A,Backwater,0.1,15,unidentified cypriniform spp.,NA,NA
11172,536,216,5,456,0,A,Riffle,0.5,200,chinook salmon,NA,NA
11173,536,216,8,456,0,A,Riffle,0.5,200,o. mykiss,NA,FALSE
11174,536,216,2,456,0,A,Riffle,0.5,250,chinook salmon,NA,NA
11175,536,216,3,456,0,A,Riffle,0.5,300,o. mykiss,NA,FALSE
11176,536,216,1,456,0,A,Riffle,0.5,500,sacramento sucker,NA,NA
11177,536,210,1,234,0,C,Riffle,1.3,100,o. mykiss,NA,FALSE
11178,536,210,1,234,0,C,Riffle,1.3,120,o. mykiss,NA,FALSE
11179,536,210,15,23,0,C,Riffle,1.3,50,wakasagi,NA,NA
11180,536,210,10,23,0,C,Riffle,1.3,60,wakasagi,NA,NA
2164,78,26,10,3,0,B,Glide Margin,0.1,40,chinook salmon,NA,NA
11181,536,210,20,2,1,BCDE,Riffle Margin,0.2,20,unidentified cypriniform spp.,NA,NA
11182,536,210,10,2,1,BCDE,Riffle Margin,0.2,40,sacramento pikeminnow or hardhead,NA,NA
11183,536,210,5,2,1,BCDE,Riffle Margin,0.2,150,o. mykiss,NA,FALSE
11184,536,210,1,2,1,BCDE,Riffle Margin,1.5,300,sacramento sucker,NA,NA
11185,536,210,6,234,1,BCD,Riffle Margin,0.8,80,o. mykiss,NA,FALSE
11186,536,210,2,234,1,BCD,Riffle Margin,0.8,100,o. mykiss,NA,FALSE
11187,536,210,2,234,1,BCD,Riffle Margin,0.8,120,o. mykiss,NA,FALSE
11188,536,210,2,2,1,BCDE,Glide Margin,0.5,80,o. mykiss,NA,FALSE
11189,536,210,1,2,1,BCDE,Glide Margin,0.5,110,o. mykiss,NA,FALSE
11190,536,210,10,2,1,BCDE,Glide Margin,0.2,15,unidentified cypriniform spp.,NA,NA
11191,536,210,1,2,0,BE,Glide Margin,0.3,50,sacramento sucker,NA,NA
11192,536,210,2,2,0,BE,Glide Margin,0.3,40,sacramento sucker,NA,NA
11193,536,210,30,2,0,BE,Glide Margin,0.2,20,unidentified cypriniform spp.,NA,NA
11194,536,210,1,2,0,BE,Glide Margin,0.2,25,sacramento pikeminnow or hardhead,NA,NA
11195,536,210,4,2,0,BE,Glide Margin,0.2,15,unidentified cypriniform spp.,NA,NA
11196,536,210,50,2,0,BE,Glide Margin,0.2,25,sacramento sucker,NA,NA
11197,536,210,5,2,2,BE,Glide Margin,0.2,15,unidentified cypriniform spp.,NA,NA
11198,536,210,2,2,0,BE,Glide Margin,0.5,40,sacramento sucker,NA,NA
11199,536,210,7,23,1,BD,Glide Margin,0.3,45,sacramento pikeminnow or hardhead,NA,NA
