survey_id,date,flow,weather,turbidity,start_time,end_time,section_name,units_covered,unit,species,count,size_class,est_size,substrate,instream_cover,overhead_cover,hydrology,water_depth_m,run,tagged,clipped,location,survey_type,section_type,fork_length,bank_distance,unit_type,visibility,section_number,temperature
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASU,80,NA,80,2,BCD,1,glide edgewater,0.6,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASU,60,NA,60,2,BCD,1,glide edgewater,0.6,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASU,7,NA,220,3,BCD,0,glide edgewater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASQ/HH,11,NA,240,3,BCD,0,glide edgewater,1,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,TP,15,NA,30,3,BE,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,TP,25,NA,50,3,BE,0,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASQ/HH,250,NA,30,3,BE,0,glide edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASQ/HH,190,NA,50,3,BE,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASQ/HH,100,NA,80,3,BE,0,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASQ/HH,75,NA,100,3,BE,0,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASQ/HH,50,NA,120,3,BE,0,glide edgewater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASU,100,NA,30,3,BE,0,glide edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASU,75,NA,50,3,BE,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASU,50,NA,80,3,BE,0,glide edgewater,0.6,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
380,2018-07-17,4500,clear,0,13:00:00,13:35:00,Mcfarland,450,450,SASU,150,NA,100,3,BE,0,glide edgewater,0.6,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,18,20
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,MIN,40,NA,20,1,CE,1,backwater,1,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASQ/HH,20,NA,70,12,CE,1,glide edgewater,2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASQ/HH,1,NA,350,23,CE,1,glide edgewater,2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASQ/HH,30,NA,150,23,CE,1,glide edgewater,2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,BGS,1,NA,75,23,CE,1,glide edgewater,2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASQ/HH,20,NA,100,23,CE,1,glide edgewater,2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,TP,7,NA,80,23,CE,1,glide edgewater,2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASU,10,NA,80,1,A,1,glide edgewater,2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASQ/HH,15,NA,150,1,A,1,glide edgewater,2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASU,30,NA,80,1,A,0,glide edgewater,0.75,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASQ/HH,15,NA,150,134,A,0,glide edgewater,1,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,BAS,1,NA,50,23,B,0,glide edgewater,1,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASQ/HH,40,NA,50,23,B,0,glide edgewater,1,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,MIN,40,NA,20,23,B,0,glide edgewater,1,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASU,30,NA,60,12,E,1,backwater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASQ/HH,30,NA,100,12,E,1,backwater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASQ/HH,10,NA,60,23,E,0,glide edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,TP,3,NA,70,34,CE,0,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASQ/HH,30,NA,60,13,E,0,backwater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,426,SASU,30,NA,60,13,E,0,backwater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,424,SASU,105,NA,60,4,E,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,424,SASU,15,NA,80,45,E,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,424,SASU,102,NA,50,4,E,0,glide edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,424,SASU,7,NA,40,4,E,0,glide edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,424,SASQ/HH,1,NA,180,45,A,0,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,424,SASQ/HH,21,NA,100,45,E,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,424,SASQ/HH,19,NA,50,4,E,0,glide edgewater,0.2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,424,SASQ/HH,26,NA,80,4,E,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,424,BAS,4,NA,40,24,E,0,glide edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,424,SASQ/HH,5,NA,60,45,A,0,glide edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,424,BAS,1,NA,40,45,A,0,glide edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
381,2018-07-17,4500,NA,1.2,13:54:00,15:33:00,Big Riffle,424 426,424,MIN,40,NA,25,4,E,0,glide edgewater,0.2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,17,20.5
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,TP,5,NA,40,2,CE,2,glide edgewater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,TP,8,NA,60,2,CE,2,glide edgewater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,TP,2,NA,80,2,CE,2,glide edgewater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASQ/HH,50,NA,30,2,CE,2,glide edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASQ/HH,14,NA,40,2,CE,2,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASU,3,NA,80,23,C,2,glide edgewater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASU,8,NA,60,23,C,2,glide edgewater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASU,1,NA,350,23,C,2,glide edgewater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,MIN,50,NA,20,2,CE,2,glide edgewater,0.2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,TP,16,NA,40,2,C,2,backwater,0.6,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,TP,29,NA,80,2,C,2,backwater,0.9,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,BGS,10,NA,80,2,C,2,backwater,1,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,BGS,25,NA,100,2,C,2,backwater,1.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASU,75,NA,60,2,C,2,backwater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASU,2,NA,350,2,C,2,backwater,1.2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASU,50,NA,80,2,C,2,backwater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASQ/HH,40,NA,120,2,C,2,backwater,1,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASQ/HH,30,NA,50,2,C,2,backwater,0.6,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASQ/HH,1,NA,250,2,C,2,backwater,1.6,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,BAS,1,NA,200,2,C,2,backwater,1.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,BAS,1,NA,250,2,C,2,backwater,1.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,BAS,1,NA,80,2,C,2,backwater,0.6,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASQ/HH,7,NA,150,2,C,2,backwater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASQ/HH,65,NA,50,23,E,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASQ/HH,17,NA,35,23,E,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASU,25,NA,60,23,E,0,glide edgewater,0.6,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASU,12,NA,80,23,E,0,glide edgewater,0.6,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,SASU,20,NA,40,23,E,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,402,TP,13,NA,40,23,E,0,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,403,SASU,45,NA,45,123,E,0,backwater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,403,SASQ/HH,10,NA,75,123,E,0,backwater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,403,SASU,25,NA,65,123,E,0,backwater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,403,SASU,40,NA,90,12,E,0,backwater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,403,SASQ/HH,10,NA,55,12,E,0,backwater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,403,SASU,50,NA,50,12,E,0,backwater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,403,SASU,5,NA,75,23,A,0,glide,1,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,403,SASQ/HH,4,NA,50,34,A,0,glide edgewater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,403,SASU,4,NA,50,34,A,0,glide edgewater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,403,SASQ/HH,3,NA,120,34,A,0,glide edgewater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,397,SASU,20,NA,55,123,E,0,glide,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,397,SASU,25,NA,70,123,A,0,glide,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
382,2018-07-18,4500,NA,1.2,11:05:00,11:39:00,Kiester Riffle,403 397 402,397,SASQ/HH,20,NA,75,12,E,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,25,NA,50,123,A,0,glide,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,10,NA,30,23,E,1,glide,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,7,NA,50,12,CE,1,glide,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASQ/HH,5,NA,75,12,CE,1,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,10,NA,90,123,CE,1,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASQ/HH,2,NA,110,123,NA,1,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,75,NA,30,123,NA,1,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASQ/HH,30,NA,40,123,NA,1,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,1,NA,400,23,F,0,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,10,NA,100,23,EF,0,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,50,NA,50,12,CE,0,backwater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,MIN,25,NA,20,1,E,1,backwater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASQ/HH,20,NA,70,1,E,1,backwater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,TP,7,NA,100,1,CE,1,glide edgewater,1,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,TP,15,NA,80,1,CE,1,glide edgewater,0.7,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,30,NA,60,34,BE,0,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,15,NA,80,34,BE,0,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASQ/HH,20,NA,50,34,BE,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASQ/HH,15,NA,100,34,BE,0,glide edgewater,0.6,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASQ/HH,10,NA,150,34,BE,0,glide edgewater,0.8,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,TP,9,NA,40,34,BC,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,TP,5,NA,60,34,BC,0,glide edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,TP,4,NA,80,34,BC,0,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,MIN,20,NA,20,34,BDE,1,glide edgewater,0.2,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASQ/HH,55,NA,30,34,BDE,1,glide edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASQ/HH,15,NA,40,34,BDE,1,glide edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,TP,5,NA,50,34,BE,1,glide edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SPD,6,NA,40,34,BE,1,riffle edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,15,NA,40,34,BE,1,riffle edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,17,NA,60,34,BE,1,riffle edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASQ/HH,39,NA,40,23,BD,1,riffle edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASQ/HH,22,NA,60,23,BD,1,riffle edgewater,0.3,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,35,NA,60,23,BD,1,riffle edgewater,0.5,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
383,2018-07-18,4500,NA,1.2,11:55:00,12:37:00,Goose Riffle,408,408,SASU,25,NA,40,23,BD,1,riffle edgewater,0.4,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,16,20
