survey_id,date,flow,weather,turbidity,start_time,end_time,section_name,units_covered,unit,visibility,temperature,hydrology
31,2004-07-15,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
31,2004-07-15,NA,NA,NA,NA,NA,NA,NA,31A,NA,NA,NA
31,2004-07-15,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
31,2004-07-15,NA,NA,NA,NA,NA,NA,NA,29A,NA,NA,NA
31,2004-07-15,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
32,2004-07-13,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,449,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,453,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,451,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,452,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,409,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,410,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,412,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,413,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,408,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,411,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,323A,NA,NA,NA
33,2004-05-27,NA,NA,NA,NA,NA,NA,NA,323B,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,215B,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,215A,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,NA
34,2004-05-26,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,31A,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,32A,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,29A,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,121A,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA
35,2004-05-25,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA
36,2004-05-19,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
36,2004-05-19,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA
37,2004-05-03,NA,NA,NA,NA,NA,NA,NA,484,NA,NA,NA
37,2004-05-03,NA,NA,NA,NA,NA,NA,NA,485,NA,NA,NA
37,2004-05-03,NA,NA,NA,NA,NA,NA,NA,486,NA,NA,NA
37,2004-05-03,NA,NA,NA,NA,NA,NA,NA,487,NA,NA,NA
37,2004-05-03,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,NA
37,2004-05-03,NA,NA,NA,NA,NA,NA,NA,215A,NA,NA,NA
37,2004-05-03,NA,NA,NA,NA,NA,NA,NA,215B,NA,NA,NA
37,2004-05-03,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA
37,2004-05-03,NA,NA,NA,NA,NA,NA,NA,483,NA,NA,NA
37,2004-05-03,NA,NA,NA,NA,NA,NA,NA,387,NA,NA,NA
37,2004-05-03,NA,NA,NA,NA,NA,NA,NA,388,NA,NA,NA
37,2004-05-03,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA
38,2004-04-29,NA,NA,NA,NA,NA,NA,NA,451,NA,NA,NA
38,2004-04-29,NA,NA,NA,NA,NA,NA,NA,453,NA,NA,NA
38,2004-04-29,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA
38,2004-04-29,NA,NA,NA,NA,NA,NA,NA,411,NA,NA,NA
38,2004-04-29,NA,NA,NA,NA,NA,NA,NA,408,NA,NA,NA
38,2004-04-29,NA,NA,NA,NA,NA,NA,NA,452,NA,NA,NA
38,2004-04-29,NA,NA,NA,NA,NA,NA,NA,413,NA,NA,NA
38,2004-04-29,NA,NA,NA,NA,NA,NA,NA,410,NA,NA,NA
38,2004-04-29,NA,NA,NA,NA,NA,NA,NA,323A,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,121A,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
39,2004-04-28,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
40,2004-04-26,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA
40,2004-04-26,NA,NA,NA,NA,NA,NA,NA,32A,NA,NA,NA
41,2004-04-21,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
40,2004-04-26,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
40,2004-04-26,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
40,2004-04-26,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
40,2004-04-26,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
45,2010-08-10,620,sunny,0,10:00:00,14:45:00,NA,NA,30,NA,17.11,riffle
45,2010-08-10,620,sunny,0,10:00:00,14:45:00,NA,NA,31,NA,17.11,glide
57,2011-04-26,620,sunny,1.68,10:00:00,11:55:00,NA,NA,56,NA,10.5,NA
57,2011-04-26,620,sunny,1.68,10:00:00,11:55:00,NA,NA,55,NA,10.5,NA
57,2011-04-26,620,sunny,1.68,10:00:00,11:55:00,NA,NA,54,NA,10.5,glide edgewater
57,2011-04-26,620,sunny,1.68,10:00:00,11:55:00,NA,NA,54,NA,10.5,riffle edgewater
57,2011-04-26,620,sunny,1.68,10:00:00,11:55:00,NA,NA,169,NA,10.5,glide edgewater
57,2011-04-26,620,sunny,1.68,10:00:00,11:55:00,NA,NA,170,NA,10.5,NA
57,2011-04-26,620,sunny,1.68,10:00:00,11:55:00,NA,NA,171,NA,10.5,riffle edgewater
57,2011-04-26,620,sunny,1.68,10:00:00,11:55:00,NA,NA,235,NA,10.5,NA
57,2011-04-26,620,sunny,1.68,10:00:00,11:55:00,NA,NA,225,NA,10.5,NA
57,2011-04-26,620,sunny,1.68,10:00:00,11:55:00,NA,NA,226,NA,10.5,NA
57,2011-04-26,620,sunny,1.68,10:00:00,11:55:00,NA,NA,228,NA,10.5,glide edgewater
57,2011-04-26,620,sunny,1.68,10:00:00,11:55:00,NA,NA,228,NA,10.5,NA
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,189,NA,11,NA
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,189,NA,11,riffle
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,189,NA,11,glide
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,189,NA,11,glide edgewater
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,33,NA,16.11,NA
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,33,NA,16.11,glide
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,33,NA,16.11,pool
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,33,NA,16.11,riffle
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,26,NA,16.11,NA
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,26,NA,16.11,riffle
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,26,NA,16.11,pool
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,26,NA,16.11,glide
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,25,NA,16.11,NA
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,24,NA,16.11,NA
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,23,NA,16.11,glide edgewater
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,19,NA,16.11,NA
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,30,NA,16.11,riffle
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,32,NA,16.11,NA
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,32,NA,16.11,glide
72,2011-08-15,620,clear,1.05,03:40:00,NA,NA,NA,31,NA,16.11,glide
73,2011-08-16,620,sunny,0.55,03:00:00,NA,NA,NA,55,NA,18,riffle
45,2010-08-10,620,sunny,0,10:00:00,14:45:00,NA,NA,32,NA,17.11,glide edgewater
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,189,NA,11,pool
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,189,NA,11,backwater
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,185,NA,11,riffle
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,210,NA,11,riffle
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,210,NA,11,glide
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,217,NA,11,riffle
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,210,NA,11,NA
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,200,NA,11,NA
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,215,NA,11,NA
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,215A,NA,11,NA
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,216,NA,11,NA
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,215B,NA,11,riffle edgewater
58,2011-04-25,620,cloudy,0.92,10:45:00,13:50:00,NA,NA,210,NA,11,riffle edgewater
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,33,NA,12,glide edgewater
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,33,NA,12,riffle
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,33,NA,12,NA
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,33,NA,12,glide
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,26,NA,12,riffle
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,26,NA,12,NA
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,26,NA,12,riffle edgewater
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,26,NA,12,glide edgewater
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,33,NA,12,riffle edgewater
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,27,NA,12,NA
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,28,NA,12,NA
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,19,NA,12,riffle edgewater
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,19,NA,12,riffle
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,24,NA,12,NA
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,25,NA,12,glide edgewater
59,2011-05-02,620,sunny,2.85,11:05:00,14:15:00,NA,NA,23,NA,12,glide edgewater
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,56,NA,12.5,riffle edgewater
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,55,NA,12.5,NA
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,54,NA,12.5,pool
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,56,NA,12.5,backwater
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,54,NA,12.5,glide edgewater
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,54,NA,12.5,riffle edgewater
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,56,NA,12.5,pool
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,56,NA,12.5,riffle
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,31,NA,12.5,NA
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,32,NA,12.5,riffle edgewater
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,32,NA,12.5,NA
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,32,NA,12.5,riffle
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,29,NA,12.5,glide edgewater
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,29,NA,12.5,riffle edgewater
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,29,NA,12.5,NA
45,2010-08-10,620,sunny,0,10:00:00,14:45:00,NA,NA,32A,NA,17.11,glide
45,2010-08-10,620,sunny,0,10:00:00,14:45:00,NA,NA,31A,NA,17.11,glide
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,98,NA,12.5,glide edgewater
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,97,NA,12.5,NA
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,96,NA,12.5,glide edgewater
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,96,NA,12.5,riffle edgewater
60,2011-05-03,620,sunny,2.56,09:45:00,12:00:00,NA,NA,96,NA,12.5,NA
61,2011-05-04,620,clear,0.42,09:30:00,12:15:00,NA,NA,169,NA,13,backwater
61,2011-05-04,620,clear,0.42,09:30:00,12:15:00,NA,NA,169,NA,13,riffle edgewater
61,2011-05-04,620,clear,0.42,09:30:00,12:15:00,NA,NA,173,NA,13,riffle edgewater
61,2011-05-04,620,clear,0.42,09:30:00,12:15:00,NA,NA,175,NA,13,glide edgewater
61,2011-05-04,620,clear,0.42,09:30:00,12:15:00,NA,NA,171,NA,13,glide edgewater
61,2011-05-04,620,clear,0.42,09:30:00,12:15:00,NA,NA,171,NA,13,riffle edgewater
61,2011-05-04,620,clear,0.42,09:30:00,12:15:00,NA,NA,221,NA,13,glide edgewater
61,2011-05-04,620,clear,0.42,09:30:00,12:15:00,NA,NA,228,NA,13,NA
61,2011-05-04,620,clear,0.42,09:30:00,12:15:00,NA,NA,226,NA,13,NA
61,2011-05-04,620,clear,0.42,09:30:00,12:15:00,NA,NA,229,NA,13,NA
61,2011-05-04,620,clear,0.42,09:30:00,12:15:00,NA,NA,225,NA,13,NA
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,189,NA,12,glide edgewater
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,189,NA,12,NA
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,185,NA,12,glide edgewater
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,185,NA,12,riffle edgewater
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,189,NA,12,riffle
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,189,NA,12,riffle edgewater
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,210,NA,12,glide
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,210,NA,12,glide edgewater
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,210,NA,12,NA
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,200,NA,12,NA
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,215A,NA,12,glide edgewater
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,215A,NA,12,riffle edgewater
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,216,NA,12,NA
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,210,NA,12,backwater
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,210,NA,12,riffle
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,217,NA,12,riffle
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,215B,NA,12,riffle
62,2011-05-09,620,clear,0,11:00:00,15:00:00,NA,NA,215,NA,12,NA
63,2011-05-10,620,clear,0.03,10:40:00,11:40:00,NA,NA,124,NA,12,glide edgewater
63,2011-05-10,620,clear,0.03,10:40:00,11:40:00,NA,NA,123,NA,12,NA
63,2011-05-10,620,clear,0.03,10:40:00,11:40:00,NA,NA,121A,NA,12,NA
63,2011-05-10,620,clear,0.03,10:40:00,11:40:00,NA,NA,122,NA,12,glide edgewater
63,2011-05-10,620,clear,0.03,10:40:00,11:40:00,NA,NA,119,NA,12,NA
63,2011-05-10,620,clear,0.03,10:40:00,11:40:00,NA,NA,120,NA,12,glide
63,2011-05-10,620,clear,0.03,10:40:00,11:40:00,NA,NA,119,NA,12,glide edgewater
63,2011-05-10,620,clear,0.03,10:40:00,11:40:00,NA,NA,119,NA,12,riffle edgewater
63,2011-05-10,620,clear,0.03,10:40:00,11:40:00,NA,NA,119,NA,12,backwater
63,2011-05-10,620,clear,0.03,10:40:00,11:40:00,NA,NA,119,NA,12,riffle
63,2011-05-10,620,clear,0.03,10:40:00,11:40:00,NA,NA,122,NA,12,glide
64,2011-05-11,620,cloudy,0,10:30:00,11:05:00,NA,NA,103,NA,13,NA
64,2011-05-11,620,cloudy,0,10:30:00,11:05:00,NA,NA,104,NA,13,NA
64,2011-05-11,620,cloudy,0,10:30:00,11:05:00,NA,NA,105,NA,13,glide edgewater
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,33,NA,14.44,NA
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,33,NA,14.44,riffle
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,33,NA,14.44,glide
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,26,NA,14.44,glide
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,26,NA,14.44,riffle
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,26,NA,14.44,NA
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,27,NA,14.44,glide
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,27,NA,14.44,riffle
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,28,NA,14.44,NA
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,32,NA,14.44,glide
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,32,NA,14.44,NA
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,30,NA,14.44,riffle
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,31,NA,14.44,NA
65,2011-06-28,620,precipitation,0.48,10:30:00,13:45:00,NA,NA,29,NA,14.44,NA
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,169,NA,15,NA
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,173,NA,15,glide
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,173,NA,15,riffle
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,170,NA,15,NA
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,174,NA,15,NA
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,175,NA,15,riffle
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,171,NA,15,NA
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,185,NA,15,NA
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,189,NA,15,NA
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,189,NA,15,riffle
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,189,NA,15,glide
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,189,NA,15,backwater
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,216,NA,15,riffle
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,207,NA,15,riffle edgewater
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,210,NA,15,glide
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,210,NA,15,pool
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,210,NA,15,NA
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,215A,NA,15,NA
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,210,NA,15,backwater
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,210,NA,15,riffle
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,215B,NA,15,riffle edgewater
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,215B,NA,15,glide
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,215B,NA,15,riffle
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,217,NA,15,riffle
66,2011-06-29,620,cloudy,0.04,09:45:00,01:15:00,NA,NA,200,NA,15,glide
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,55,NA,15,glide
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,54,NA,15,glide edgewater
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,56,NA,15,riffle
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,56,NA,15,pool
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,56,NA,15,NA
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,103,NA,15,riffle
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,104,NA,15,glide
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,105,NA,15,NA
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,124,NA,15,NA
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,121A,NA,15,NA
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,120,NA,15,riffle
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,123,NA,15,NA
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,122,NA,15,NA
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,119,NA,15,glide
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,119,NA,15,riffle edgewater
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,119,NA,15,riffle
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,119,NA,15,NA
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,24,NA,15,riffle
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,25,NA,15,glide
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,25,NA,15,pool
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,24,NA,15,glide
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,23,NA,15,glide edgewater
67,2011-06-30,620,sunny,0.33,09:30:00,11:50:00,NA,NA,25,NA,15,NA
68,2011-07-18,600,clear,0.49,03:45:00,NA,NA,NA,30,NA,15,riffle
68,2011-07-18,600,clear,0.49,03:45:00,NA,NA,NA,32,NA,15,glide
68,2011-07-18,600,clear,0.49,03:45:00,NA,NA,NA,31,NA,15,riffle
68,2011-07-18,600,clear,0.49,03:45:00,NA,NA,NA,29,NA,15,glide
68,2011-07-18,600,clear,0.49,03:45:00,NA,NA,NA,29,NA,15,glide edgewater
